,article_num,article_sha256,quiz_task_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
74,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,1,b95421a6-e17a-41d8-af7d-3d639bc534dc,ordinal,2,0.7385023069461496,0.7385023069461496,"[1673, 1674, 1675, 1676, 1677, 1678, 1679, 1680, 1681, 1682, 1683, 1684, 1685, 1686, 1694, 1695, 1696, 1697, 1698, 1699, 1700]",0.2990448840312332,0.2990448840312332,0.5187735954886914,13,3,Often pregnant//presume,Does the text make any claims with great confidence? Highlight the relevant part.,Maybe,True
66,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,14,4f09aca4-57c9-40a1-a33f-a490e8ee8485,ordinal,5,0.7184410268350022,0.7184410268350022,[],,,0.7184410268350022,13,10,,"How confident are you about your answers, on the whole?",5: 50-50,True
73,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,14,fc0224b1-ef3f-4af7-b33f-a01fe57e9540,ordinal,6,0.7787157980003384,0.7787157980003384,[],,,0.7787157980003384,12,10,,"How confident are you about your answers, on the whole?",6,True
150,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,14,dd10b66b-584c-4e57-8fc0-fa738f1d2d89,ordinal,7,0.8859483671391206,0.8859483671391206,[],,,0.8859483671391206,12,10,,"How confident are you about your answers, on the whole?",7,True
15,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,14,4f09aca4-57c9-40a1-a33f-a490e8ee8485,ordinal,5,0.7760715164508507,0.7760715164508507,[],,,0.7760715164508507,12,10,,"How confident are you about your answers, on the whole?",5: 50-50,True
76,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,779779b2-6509-46c4-bbbc-18c1cc298422,ordinal,2,0.7042530310666268,0.7042530310666268,L,L,L,0.3521265155333134,13,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True
27,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.9871114450218768,0.9871114450218768,[],,,0.9871114450218768,3,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
60,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,1.0,1.0,[],,,1.0,13,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
11,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.5992703995259135,0.5992703995259135,L,L,L,0.2996351997629568,12,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
146,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.6141379951385052,0.6141379951385052,[],,,0.6141379951385052,12,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
69,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,5,ee7111c1-d9df-4d98-9c42-118bcaf64d04,ordinal,3,0.6207404754010502,0.6207404754010502,L,L,L,0.3103702377005251,12,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True
145,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3,0.7327594771631538,0.7327594771631538,[],,,0.7327594771631538,12,5,,To what extent does the confidence seem justified?,Somewhat justified,True
26,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,0,ordinal,M,0.7853812700750918,0.7853812700750918,M,M,M,0.3926906350375459,3,5,M,To what extent does the confidence seem justified?,M,True
147,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,54c3ed71-0715-4b42-af27-82b74af98706,ordinal,1,1.0,1.0,[],,,1.0,12,3,,Are any numbers given?,No,True
70,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,54c3ed71-0715-4b42-af27-82b74af98706,ordinal,1,1.0,1.0,[],,,1.0,12,3,,Are any numbers given?,No,True
77,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,0,ordinal,M,0.561534581447024,0.561534581447024,M,M,M,0.280767290723512,13,3,M,Are any numbers given?,M,True
12,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,54c3ed71-0715-4b42-af27-82b74af98706,ordinal,1,1.0,1.0,[],,,1.0,12,3,,Are any numbers given?,No,True
75,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,9efd6971-6f70-447c-83a9-27de8a9f62dc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2,0.5859463646430214,0.5859463646430214,[],,,0.5859463646430214,13,5,,To what extent does the confidence seem justified?,Mostly justified,True
61,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,54c3ed71-0715-4b42-af27-82b74af98706,ordinal,1,0.924599139867482,0.924599139867482,[],,,0.924599139867482,13,3,,Are any numbers given?,No,True
28,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,2865558d-1d6c-48af-8f25-35371e8c8301,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,6,54c3ed71-0715-4b42-af27-82b74af98706,ordinal,1,1.0,1.0,[],,,1.0,3,3,,Are any numbers given?,No,True
68,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,89a5ffa6-3799-419e-9df5-1c69b25c7e55,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,5aebf433-a606-4b5c-8e30-50afe39e951e,ordinal,2,0.7240816441744341,0.7240816441744341,[],,,0.7240816441744341,12,5,,To what extent does the confidence seem justified?,Mostly justified,True
59,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,6fbb26fe-b954-46df-998e-d104237a4007,ordinal,1,0.9543918083934404,0.9543918083934404,[],,,0.9543918083934404,13,5,,To what extent does the confidence seem justified?,Completely justified,True
10,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,2,46b42a03-4765-4644-a834-b6755171bc54,ordinal,3,0.6774443898168746,0.6774443898168746,[],,,0.6774443898168746,12,5,,To what extent does the confidence seem justified?,Somewhat justified,True
9,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,0c855bef-69cd-4d43-8a97-c35443c44d28,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,1,b95421a6-e17a-41d8-af7d-3d639bc534dc,ordinal,2,0.7236271874695049,0.7236271874695049,"[8155, 8156, 8157, 8158, 8159, 8160, 8161, 8162, 8163, 8164, 8165, 8166]",0.3554763304302424,0.3554763304302424,0.5395517589498737,12,3,also tend to,Does the text make any claims with great confidence? Highlight the relevant part.,Maybe,True
64,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,87192c0c-8e66-4cde-83f9-f79b193d67fc,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,11,da4b56f5-99ed-4c9d-a337-8365fa779662,ordinal,4,0.7730916690723542,0.7730916690723542,[],,,0.7730916690723542,13,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,"No, not at all",True
148,1739,a6a4d058630efccca1ce1f7e636ca8f3e392460db4e62c2280617edc9b209be0,d36cc9a6-fedd-4bd5-a7bc-978a12535c95,Probability Specialist V4,ec89ed7bea5590f2895c70af9c9c45b1f948ae50d5cca4279dd5104fc6cdd37d,11,9e097f70-8777-40ea-bb38-9a6143a15248,ordinal,3,0.7740381219969352,0.7740381219969352,L,L,L,0.3870190609984676,12,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell,True
