,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,question_Number,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed
330,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,1.0,0.0,"[1105, 1106, 1107, 1108, 1109, 1110, 1111, 1112, 1113, 1114, 1115, 1116, 1117, 1118, 1119, 1120, 1121, 1122, 1123, 1124, 1125, 1126, 1127, 1128, 1129, 1130, 1131, 1132, 1133, 1134, 1135, 1136, 1137, 1138, 1139, 1140, 1141, 1142, 1143, 1144, 1145, 1146, 1147, 1148, 1149, 1150, 1151, 1152, 1153, 1154, 1155, 1156, 1157, 1158, 1159, 1160, 1161, 1162, 1163, 1164, 1165, 1166, 1167, 1168, 1169, 1170, 1171, 1172, 1173, 1174, 1175, 1176, 1177, 1178, 1179, 1180, 1181, 1182, 1183, 1184, 1185, 1186, 1187, 1188, 1189, 1190, 1191, 1192, 1193, 1194, 1195, 1196, 1197, 1198, 1199, 1200, 1201, 1202, 1203, 1204, 1205, 1206, 1207, 1208, 1209, 1210, 1211, 1212, 1213, 1214, 1215, 1216, 1217, 1218, 1219, 1220, 1221, 1222, 1223, 1224, 1225, 1226, 1227, 1228, 1229, 1230, 1231, 1232, 1233, 1234, 1235, 1236, 1237, 1238, 1239, 1240, 1241, 1242, 1243, 1244, 1245, 1246, 1247, 1248, 1249, 1250, 1251, 1252, 1253, 1254]",0.8681459307284665,0.8236797010544367,0.9340729653642332,22,2,to tease out that link. And they found doctors’ prescribing habits — whether they give out opioids at a higher rate versus a lower rate — matter a lot,"Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase,True
269,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,999db044-5e87-4860-948c-f8789a841837,c1533f7e-18de-4501-b7e8-acf807a44c10,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,5fe25f51-9a02-43a8-af55-661fa548b99c,checklist,1,1.0,0.0,"[2637, 2638, 2639, 2640, 2641, 2642, 2643, 2644, 2645, 2646, 2647, 2648, 2649, 2650, 2651, 2652, 2653, 2654, 2655, 2656, 2657, 2658, 2659, 2660, 2661, 2662, 2663, 2664, 2665, 2666, 2667, 2668, 2669, 2670, 2671, 2672, 2673, 2674, 2675, 2676, 2677, 2678, 2679, 2680, 2681, 2682, 2683, 2684, 2685, 2686, 2687, 2688, 2689, 2690, 2691, 2692, 2693, 2694, 2695, 2696, 2697, 2698, 2699, 2700, 2701, 2702, 2703, 2704, 2705, 2706, 2707, 2708, 2709, 2710, 2711, 2712, 2713, 2714, 2715, 2716, 2717, 2718, 2719, 2720, 2721, 2722, 2723, 2724, 2725, 2726, 2727, 2728, 2729, 2730, 2731, 2732, 2733, 2734, 2735, 2736, 2737, 2738, 2739, 2740, 2741, 2742, 2743, 2744, 2745, 2746, 2747, 2748, 2749, 2750, 2751, 2752, 2753, 2754, 2755, 2756, 2757, 2758, 2759, 2760, 2761, 2762, 2763, 2764, 2765, 2766, 2767, 2768, 2769, 2770, 2771, 2772, 2773, 2774, 2775, 2776, 2777, 2778, 2779, 2780, 2781, 2782, 2783, 2784, 2785, 2786, 2787, 2788, 2789, 2790, 2791, 2792, 2793, 2794, 2795, 2796, 2797, 2798, 2799, 2800, 2801, 2802, 2803, 2804, 2805, 2806, 2807, 2808, 2809, 2810, 2811, 2812, 2813, 2814, 2815, 2816, 2817, 2818, 2819, 2820, 2821, 2822, 2823, 2824, 2825]",1.0,1.0,1.0,10,2,"If our results represent a causal relationship, for every 48 patients prescribed a new opioid in the emergency department who might not otherwise use opioids, 1 will become a long-term user","Using the highlight options below, indicate which portions of the bolded text are:",Direct quote,True
339,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,0c6cbcb7-3dd8-48bf-b27c-0ba541cfe5c4,ordinal,8,0.8746149625474281,0.8746149625474281,[],,,0.8746149625474281,22,10,,"How confident are you about your answers, on the whole?",8,True
9,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,4,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
49,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2ccd850b-8a4c-4b5a-a878-65ae742e57c9,be18c5e4-3d11-46f7-9dc4-2ba0ab39329c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,4,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
329,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,22,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
250,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,6dfe050f-08be-41b8-9948-ae75532c57e8,checklist,2,1.0,0.0,"[4143, 4144, 4145, 4146, 4147, 4148, 4149, 4150, 4151, 4152, 4153, 4154, 4155, 4156, 4157, 4158, 4159, 4160, 4161, 4162, 4163, 4164, 4165, 4166, 4167, 4168, 4169, 4170, 4171, 4172, 4173, 4174, 4175, 4176, 4177, 4178, 4179, 4180, 4181, 4182, 4183, 4184, 4185, 4186, 4187, 4188, 4189, 4190, 4191, 4192, 4193, 4194, 4195, 4196, 4197, 4198, 4199, 4200, 4201, 4202, 4203, 4204, 4205, 4206, 4207, 4208, 4209, 4210, 4211, 4212, 4213, 4214, 4215]",0.7553809925510137,0.7553809925510137,0.8776904962755068,7,2,the need to better educate doctors on how to safely prescribe these drugs,"Using the highlight options below, indicate which portions of the bolded text are:",Paraphrase,True
114,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.1111111111111111,0.8888888888888888,L,L,L,0.05555555555555555,9,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
110,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,M,0.3333333333333333,0.6666666666666667,M,M,M,0.16666666666666666,9,2,M,"Using the highlight options below, indicate which portions of the bolded text are:",M,True
313,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
396,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
31,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
32,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
33,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.1,0.9,L,L,L,0.05,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
34,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.3,0.7,L,L,L,0.15,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
35,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,10,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
390,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,2,0,checklist,L,0.0,1.0,L,L,L,0.0,4,2,L,"Using the highlight options below, indicate which portions of the bolded text are:",L,True
36,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,18e70007-9e19-4498-a794-b8d1baad12f6,checklist,6,0.7,0.30000000000000004,[],,,0.7,10,6,,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",Can't tell,True
393,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,4,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
312,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
111,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.4444444444444444,0.5555555555555556,M,M,M,0.2222222222222222,9,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
314,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,M,0.3636363636363637,0.6363636363636364,M,M,M,0.18181818181818185,11,6,M,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",M,True
315,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
316,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,18e70007-9e19-4498-a794-b8d1baad12f6,checklist,6,0.6363636363636364,0.3636363636363637,[],,,0.6363636363636364,11,6,,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",Can't tell,True
311,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,11,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
251,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.14285714285714285,0.8571428571428572,L,L,L,0.07142857142857142,7,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
255,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,7,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
254,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,3,0,checklist,L,0.0,1.0,L,L,L,0.0,7,6,L,"Using the highlight options below, indicate how the quotes/paraphrases were gathered by the reporter:",L,True
318,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.7734172432022711,0.7734172432022711,[],,,0.7734172432022711,11,10,,"How difficult was this task for you, on the whole?",3,True
338,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.8121297825832965,0.8121297825832965,[],,,0.8121297825832965,22,10,,"How difficult was this task for you, on the whole?",3,True
18,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,83f62085-9249-44b2-95b7-acda5709d5cc,ordinal,5,0.9444869106665612,0.9444869106665612,[],,,0.9444869106665612,4,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
138,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,5ed1b8b8-cdb1-4fe9-8180-5bad41b7ce1e,f0777498-67bd-499c-b6c8-d0ce3f4092c2,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.8367195246237107,0.8367195246237107,[],,,0.8367195246237107,11,10,,"How difficult was this task for you, on the whole?",3,True
358,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d947ea00-67e6-4ba9-9ac2-765bc7ec2555,86364057-1277-47ec-9ad3-ad67c81254e9,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,83f62085-9249-44b2-95b7-acda5709d5cc,ordinal,5,0.7872168083879824,0.7872168083879824,[],,,0.7872168083879824,12,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
378,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e7d3fde3-4d2a-41fe-bb60-fb5d0d7914c4,2048ae9f-4004-4525-9af4-66bc51fd33a3,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.8458558768391791,0.8458558768391791,[],,,0.8458558768391791,10,10,,"How difficult was this task for you, on the whole?",3,True
258,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,60bb3c7a-aaba-484a-8c56-541839d4e425,ordinal,4,0.8478348672167385,0.8478348672167385,[],,,0.8478348672167385,7,10,,"How difficult was this task for you, on the whole?",4,True
118,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,60bb3c7a-aaba-484a-8c56-541839d4e425,ordinal,4,0.8912520015992124,0.8912520015992124,[],,,0.8912520015992124,9,10,,"How difficult was this task for you, on the whole?",4,True
397,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f31ca0f4-7714-415e-ae0c-40dd78bd56bd,7de9b174-c088-44e1-be11-daee881ffae8,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,d37298d1-bd6d-4426-94be-088521a37f04,ordinal,2,0.9301424815720494,0.9301424815720494,[],,,0.9301424815720494,4,8,,How are the quoted sources' ideas important to the article?,Provide important support to central claim of article.,True
57,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2ccd850b-8a4c-4b5a-a878-65ae742e57c9,be18c5e4-3d11-46f7-9dc4-2ba0ab39329c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,69cf088e-b2fa-447b-9374-ecd1e1e4554a,ordinal,3,0.8552778762416621,0.8552778762416621,[],,,0.8552778762416621,4,8,,How are the quoted sources' ideas important to the article?,Provide non-essential context for article.,True
37,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,06831c07-68d5-40b5-a6a1-e8822b82526b,343fe86e-09a8-4e21-970e-05aaced365b1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,d37298d1-bd6d-4426-94be-088521a37f04,ordinal,2,0.9664492904224984,0.9664492904224984,[],,,0.9664492904224984,10,8,,How are the quoted sources' ideas important to the article?,Provide important support to central claim of article.,True
117,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,48ea614a-da64-44e1-a861-2657b1f7a58e,2dc0962a-d7c3-4306-aa8a-a60a812252ff,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,69cf088e-b2fa-447b-9374-ecd1e1e4554a,ordinal,3,0.8787958798712232,0.8787958798712232,[],,,0.8787958798712232,9,8,,How are the quoted sources' ideas important to the article?,Provide non-essential context for article.,True
337,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,d6ff3fec-c265-40e7-9af8-9c703cbaac63,d9c96297-95aa-4531-8040-f03fbcd429f1,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,d37298d1-bd6d-4426-94be-088521a37f04,ordinal,2,0.894333404344817,0.894333404344817,[],,,0.894333404344817,22,8,,How are the quoted sources' ideas important to the article?,Provide important support to central claim of article.,True
317,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,d37298d1-bd6d-4426-94be-088521a37f04,ordinal,2,0.8598944887691666,0.8598944887691666,[],,,0.8598944887691666,11,8,,How are the quoted sources' ideas important to the article?,Provide important support to central claim of article.,True
218,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6fb7df70-254d-4065-b09e-874adbc6b93b,bde933c5-9e2e-4297-bdfb-6d7e92c9467a,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.8337920955202933,0.8337920955202933,[],,,0.8337920955202933,9,10,,"How difficult was this task for you, on the whole?",3,True
17,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,001a283f-b173-4670-becf-3cb6d0486db3,9b4166e6-1e47-4e4b-8aa3-bd328a14ac5c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,4,0,ordinal,M,0.7529030473073084,0.7529030473073084,M,M,M,0.3764515236536542,4,8,M,How are the quoted sources' ideas important to the article?,M,True
58,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,2ccd850b-8a4c-4b5a-a878-65ae742e57c9,be18c5e4-3d11-46f7-9dc4-2ba0ab39329c,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,83f62085-9249-44b2-95b7-acda5709d5cc,ordinal,5,0.8864698968789163,0.8864698968789163,[],,,0.8864698968789163,4,10,,"How difficult was this task for you, on the whole?",5: Middling difficulty,True
278,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,999db044-5e87-4860-948c-f8789a841837,c1533f7e-18de-4501-b7e8-acf807a44c10,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,5,f3408c6e-d722-4793-8903-a439594ba045,ordinal,3,0.8515732383599011,0.8515732383599011,[],,,0.8515732383599011,10,10,,"How difficult was this task for you, on the whole?",3,True
319,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,bb82fac2-2f43-4e26-b354-defc403724c4,526833dc-75ae-4d52-9f84-526eb85ec352,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,e93541a5-3a1b-4d91-810c-a9013f07157f,ordinal,9,0.7664343211326986,0.7664343211326986,[],,,0.7664343211326986,11,10,,"How confident are you about your answers, on the whole?",9,True
279,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,999db044-5e87-4860-948c-f8789a841837,c1533f7e-18de-4501-b7e8-acf807a44c10,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,e93541a5-3a1b-4d91-810c-a9013f07157f,ordinal,9,0.8614372153515352,0.8614372153515352,[],,,0.8614372153515352,10,10,,"How confident are you about your answers, on the whole?",9,True
259,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,7b49d449-72f3-4bbe-abc7-56c56b99571e,c1dae82b-f978-4268-8daa-1feaed48d03d,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,0423a277-eb46-482c-9a7a-a9ebd80a457d,ordinal,7,0.8237219063489054,0.8237219063489054,[],,,0.8237219063489054,7,10,,"How confident are you about your answers, on the whole?",7,True
219,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,6fb7df70-254d-4065-b09e-874adbc6b93b,bde933c5-9e2e-4297-bdfb-6d7e92c9467a,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,e93541a5-3a1b-4d91-810c-a9013f07157f,ordinal,9,0.8716573313134798,0.8716573313134798,[],,,0.8716573313134798,9,10,,"How confident are you about your answers, on the whole?",9,True
379,1712,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e7d3fde3-4d2a-41fe-bb60-fb5d0d7914c4,2048ae9f-4004-4525-9af4-66bc51fd33a3,Source relevance,db4839b972de024425cd9cefd48cef529dc437c140c5df7a03a6401bd0853135,6,e93541a5-3a1b-4d91-810c-a9013f07157f,ordinal,9,0.7200742710889152,0.7200742710889152,[],,,0.7200742710889152,10,10,,"How confident are you about your answers, on the whole?",9,True
