schema_namespace,schema_sha256,quiz_task_uuid,task_url,article_batch_name,article_number,article_filename,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1,T1.Q5,T1.Q6.A1,T1.Q6.A2,T1.Q6.A3,T1.Q6.A4,T1.Q6.A5,T1.Q6.A6,T1.Q6.A7,T1.Q6.A8,T1.Q6.A9,T1.Q7,T1.Q8,T1.Q9,T1.Q10,T1.Q11,T1.Q12,T1.Q13
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,3949d569-bb12-408e-aa4a-442ec2597635,http://pe.goodlylabs.org/project/SSSPECaus2/task/785,SSSPETest1,1717,1717SSSArticle17.txt,c27fed3c-80cb-4feb-a811-fc535bb707fb,13eabea0-524a-4260-b5c9-59277350482e,2018-03-21 00:23:53.643515,2018-03-21 00:33:09.368571,555.725056,,Not very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,3949d569-bb12-408e-aa4a-442ec2597635,http://pe.goodlylabs.org/project/SSSPECaus2/task/785,SSSPETest1,1717,1717SSSArticle17.txt,84b526d2-2616-4d51-91c0-5f1141a41332,f09ba861-a7f0-4b34-9226-f5ef75d79581,2018-03-21 00:33:56.246667,2018-03-21 00:46:43.350550,767.103883,,Not very credible,Yes,1,1,0,0,0,1,0,0,0,,Fairly representative,,,Prolonged heavy activity strains the heart and can lead to heart attacks,Much more likely than author’s,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,0ce80a56-04a3-4179-af42-2e955bf2cd45,2168c811-e0f4-435b-a865-0ec857809c71,2018-03-21 00:24:10.829997,2018-03-21 00:25:34.308468,83.478471,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,09c3ec6b-3aed-4209-9fd4-a6d424cc9cd0,13eabea0-524a-4260-b5c9-59277350482e,2018-03-21 00:33:09.503822,2018-03-21 00:41:46.450996,516.947174,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,cea29adb-c1b2-4898-bd2f-89c5bddebf11,f09ba861-a7f0-4b34-9226-f5ef75d79581,2018-03-21 03:27:36.360722,2018-03-21 03:29:58.658381,142.297659,,Fairly credible,Yes,0,1,0,0,0,0,0,1,0,she was appointed by obama,,,,she's a democrat,Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,6c7a0327-c8e5-4849-8075-a47f6974c925,3e5f620d-d212-43ad-8b39-050e8f0020a8,2018-03-21 03:19:52.599753,2018-03-21 03:58:38.366194,2325.766441,,Very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,8268fd55-33d4-478d-8210-75169f63e851,5a72edd1-c814-4c98-b4f2-760c527e0f80,2018-03-21 04:04:23.692708,2018-03-21 04:09:28.698949,305.006241,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,d2d415e8-1443-424d-910c-4099c3309883,http://pe.goodlylabs.org/project/SSSPECaus2/task/787,SSSPETest1,1716,1716SSSArticle16.txt,5f1f4cb5-6783-4f68-ad68-575e6e5b9a04,9b16ec2e-6f40-484f-91e2-4e302d91d61b,2018-03-21 04:01:52.307778,2018-03-21 04:23:21.716693,1289.408915,,Very credible,Yes,1,1,0,1,0,0,1,0,0,,Not at all representative,,,Trump decided to fire Sally Yates for a reason other than her response to the travel restriction (he just felt like switching in Dana Boente so he could work with people who hadn't worked with Obama),Much less likely,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb501bfa-44f8-46b1-a408-31abc627b23d,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,f674b95b-5c10-4344-804d-630194e3d3c6,61f77a88-8f4a-407f-bdc6-7f06ef467f94,2018-03-15 23:40:54.119796,2018-03-15 23:57:25.927014,991.807218,,Not very credible,Yes,1,1,0,0,1,0,1,0,0,,Slightly representative,"There was a control condition, but it was questionably appropriate",No,"The winter season prevents many individuals from exercising outdoors, which worsens their health and results in more heart attacks than during other seasons. The snowfall is not actually a cause of the heart attacks, but rather the season as a whole is. ",Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb501bfa-44f8-46b1-a408-31abc627b23d,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,99438c98-238f-4ee6-a5a1-627670bad959,a45b5661-d328-4415-93f4-ba0530f2be02,2018-03-16 05:00:59.654518,2018-03-16 05:09:03.707470,484.052952,,Not very credible,Yes,1,0,0,1,1,0,1,0,0,,Somewhat representative,There was no control condition,No,Heavy work can lead to heart attacks or canadian men are more prone to heart attacks. ,Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb501bfa-44f8-46b1-a408-31abc627b23d,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,175ec6c3-0395-4821-bc6f-e4c7222664a0,70ba20b9-269f-4c68-b0d2-079695adf3a1,2018-03-18 05:27:07.439058,2018-03-18 05:30:45.500646,218.061588,,Not credible at all,Yes,1,0,0,0,0,0,1,0,0,,Not at all representative,,,"literally anything could be responsible for this ""correlation""",Much more likely than author’s,Not credible at all
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb501bfa-44f8-46b1-a408-31abc627b23d,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,8b82c83d-6eef-406e-b84a-b3dbe36deb15,79db6e35-1169-41fa-9134-77452b2c50b1,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,,Not credible at all,Yes,1,0,0,1,1,0,1,0,0,,Slightly representative,"There was a control condition, but it was not appropriate at all",No,"They assessed hospital records, so perhaps individuals were pre-disposed to heart failures and/or health problems.",Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,eb501bfa-44f8-46b1-a408-31abc627b23d,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,b687ebdd-c6fd-4347-8c57-8f123eaeca13,687aa0a0-e9b7-4589-b3df-4741d77a17b9,2018-03-18 20:27:20.128808,2018-03-18 20:39:25.420472,725.291664,,Somewhat credible,Yes,1,1,1,1,0,1,1,0,0,,Fairly representative,,,Maybe levels of snow could lead to cold and increased requirements on the heart to pump blood.,Equally likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,1b61710e-3eb5-47b3-b258-804d774e285f,http://pe.goodlylabs.org/project/SSSPECaus2/task/788,SSSPETest1,172,172SSSArticle.txt,73490160-2106-4058-95ca-9655fc81cd81,2168c811-e0f4-435b-a865-0ec857809c71,2018-03-21 00:24:10.991025,2018-03-21 00:26:48.068447,157.077422,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,1b61710e-3eb5-47b3-b258-804d774e285f,http://pe.goodlylabs.org/project/SSSPECaus2/task/788,SSSPETest1,172,172SSSArticle.txt,f162e6d4-f759-4204-857b-3099fd2be7ce,3e5f620d-d212-43ad-8b39-050e8f0020a8,2018-03-21 03:45:13.798962,2018-03-21 04:16:54.032869,1900.233907,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,1b61710e-3eb5-47b3-b258-804d774e285f,http://pe.goodlylabs.org/project/SSSPECaus2/task/788,SSSPETest1,172,172SSSArticle.txt,3ca3714f-9625-4e6e-bf62-e20bd66a6dd1,52857e2e-b87b-489b-97d2-40e28053033c,2018-03-21 04:21:06.402138,2018-03-21 04:22:28.842722,82.440584,,Not very credible,Yes,1,0,0,0,0,0,1,0,0,,Slightly representative,,,He's just lucky,Somewhat less likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,1b61710e-3eb5-47b3-b258-804d774e285f,http://pe.goodlylabs.org/project/SSSPECaus2/task/788,SSSPETest1,172,172SSSArticle.txt,ed14584c-543d-4d47-942e-648a1a6c2e9b,5a72edd1-c814-4c98-b4f2-760c527e0f80,2018-03-21 04:04:23.787205,2018-03-21 04:32:00.993811,1657.206606,,Somewhat credible,Yes,0,0,0,0,0,0,1,1,0,"Cohodes has appeared frequently in Canadian ,edia since 2015 to expose what he sees as the reason for the bubble in Vancouver real estate.",,,,The companies ran out of ideas by the time Cohodes made his assessments.,Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,1b61710e-3eb5-47b3-b258-804d774e285f,http://pe.goodlylabs.org/project/SSSPECaus2/task/788,SSSPETest1,172,172SSSArticle.txt,8d94211a-7a05-45c9-b278-90eb91e8e829,9b16ec2e-6f40-484f-91e2-4e302d91d61b,2018-03-21 04:01:52.436158,2018-03-21 04:44:02.604593,2530.168435,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,a1859191-369e-4c33-ab48-a41f9ade45c2,2168c811-e0f4-435b-a865-0ec857809c71,2018-03-21 00:25:34.474463,2018-03-21 00:31:53.990563,379.5161,,Not very credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,7e1866d3-3554-419b-ada6-08b0aacf4cb3,52857e2e-b87b-489b-97d2-40e28053033c,2018-03-21 04:21:06.532490,2018-03-21 04:26:42.758184,336.225694,,Fairly credible,Yes,1,0,0,1,1,0,1,0,0,,Not at all representative,"There was a control condition, but it was not appropriate at all",Can't tell; not enough info,Only works with overweight people,Equally likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,bb54148f-bdd1-4c1b-8bb7-01ecc1fbee18,5a72edd1-c814-4c98-b4f2-760c527e0f80,2018-03-21 04:32:20.931821,2018-03-21 04:34:43.176954,142.245133,,Very credible,Yes,0,0,0,0,0,0,1,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,c605702f-07c7-4074-b3e1-f97f05d359bb,9b16ec2e-6f40-484f-91e2-4e302d91d61b,2018-03-21 04:23:21.891665,2018-03-21 04:53:04.987569,1783.095904,,Not very credible,Yes,1,0,0,1,1,0,1,0,0,,Not at all representative,There was an appropriate control condition,Can't tell; not enough info,"That, as the article stated, the differences in fat burning occurred simply because people went longer without eating and thus had to burn more fat to stay nourished",Much more likely than author’s,Not credible at all
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,04fe2d16-fbe8-4f9c-b89e-568c8d51f71b,938c9661-7ad0-4a13-9f4b-6e67f2ecd6c0,2018-03-21 05:03:53.704746,2018-03-21 05:05:55.651577,121.946831,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,5cae2dfb-b83a-4f07-893d-e0fe5f65fe74,http://pe.goodlylabs.org/project/SSSPECaus2/task/789,SSSPETest1,1714,1714SSSArticle14.txt,0ea338be-ebc4-424a-8204-3669d7e0be5a,2c80f962-3276-4ecb-afe0-cff059a2ec86,2018-03-21 05:03:20.471395,2018-03-21 05:36:15.605080,1975.133685,,Not very credible,Yes,1,1,0,1,1,0,1,0,0,,Slightly representative,There was an appropriate control condition,Can't tell; not enough info,there is no fat being added (no nutrients or calories) so it appears as if more is burned,Somewhat less likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,89cd472f-99cf-4341-bf7b-be5eeec3e05a,http://pe.goodlylabs.org/project/SSSPECaus2/task/792,junk-SSSPETest2,1732,1732SSSArticle.txt,cbfbf4f3-23c5-4643-945b-c25e68b48fc6,9a32df74-4d7d-4e5f-8093-b38ce28bb43b,2018-03-21 05:36:57.414407,2018-03-21 05:52:45.355933,947.941526,,Somewhat credible,Yes,0,1,0,0,1,0,1,0,0,,Somewhat representative,There was no control condition,Can't tell; not enough info,"Perhaps the monkeys simply did not become pregnant due to chance. Additionally, the males may not have been fertile to begin with. We cannot know because there was no control.",Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,89cd472f-99cf-4341-bf7b-be5eeec3e05a,http://pe.goodlylabs.org/project/SSSPECaus2/task/792,junk-SSSPETest2,1732,1732SSSArticle.txt,46fc71c5-74f4-4b09-aad3-c1e899a82273,b18b8534-c9ce-4bec-9670-9d3b5e7f73da,2018-03-21 06:00:57.419635,2018-03-21 06:18:47.021428,1069.601793,,Somewhat credible,Yes,0,1,0,1,1,0,1,0,0,,Not at all representative,There was no control condition,Can't tell; not enough info,The gel caused a change in hormones which prevented sperms from transfering,Much less likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,89cd472f-99cf-4341-bf7b-be5eeec3e05a,http://pe.goodlylabs.org/project/SSSPECaus2/task/792,junk-SSSPETest2,1732,1732SSSArticle.txt,20a3bddf-2722-4cf2-9182-8c7cfb259aec,6ce2df05-3a46-45e6-ac91-6831ac66b51c,2018-03-21 06:48:57.988177,2018-03-21 07:09:04.023238,1206.035061,,Somewhat credible,Yes,1,1,0,1,1,0,1,0,0,,Slightly representative,There was no control condition,Can't tell; not enough info,The female monkeys would not have gotten pregnant even if the contraceptive was not used.,Equally likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,89cd472f-99cf-4341-bf7b-be5eeec3e05a,http://pe.goodlylabs.org/project/SSSPECaus2/task/792,junk-SSSPETest2,1732,1732SSSArticle.txt,7f07a7ab-a4d1-431c-af7b-b6de8500c50e,a8e742ef-4299-4df8-9d4d-d2d1022942f3,2018-03-21 07:04:19.642946,2018-03-21 07:23:56.603146,1176.9602,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,89cd472f-99cf-4341-bf7b-be5eeec3e05a,http://pe.goodlylabs.org/project/SSSPECaus2/task/792,junk-SSSPETest2,1732,1732SSSArticle.txt,062aad25-65ce-4ce1-b864-ca74f7cfa4b0,592dde9c-59d3-45b2-aaad-012ac8f07bdd,2018-03-21 07:19:15.086081,2018-03-21 07:27:00.555668,465.469587,,Somewhat credible,Yes,0,1,0,0,1,0,1,0,0,,Not at all representative,There was no control condition,No,perhaps the effects of this birth control cannot be reversed and so maybe the monkey's didn't get pregnang ,Somewhat less likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,dcd77c15-a4a6-4ef2-b65d-99eead89f7e4,http://pe.goodlylabs.org/project/SSSPECaus2/task/795,SSSPETest1,173,173SSSArticle.txt,18ceec11-db8b-4db6-baac-e3b3415ee329,27be0002-1ecc-4522-820d-14a38cafdfc0,2018-03-21 08:05:35.085524,2018-03-21 08:38:01.514915,1946.429391,,Fairly credible,Yes,0,1,0,1,1,0,1,0,0,,Fairly representative,There was an appropriate control condition,Can't tell; not enough info,Patients simply recovered naturally or did not recover to the same extent as if they took medication,Somewhat less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,dcd77c15-a4a6-4ef2-b65d-99eead89f7e4,http://pe.goodlylabs.org/project/SSSPECaus2/task/795,SSSPETest1,173,173SSSArticle.txt,181b0d22-1122-42c0-920c-c39df69fe0f7,7bb11c82-5a3b-4be4-90ec-1857fed5fc48,2018-03-21 08:20:28.107363,2018-03-21 09:09:37.101286,2948.993923,,Somewhat credible,Yes,0,0,0,1,1,0,1,0,0,,Fairly representative,There was an appropriate control condition,Can't tell; not enough info,"Those who took the pill may said they felt less pain because they felt obligated to report that back, but may acknowledge that they still feel the same amount of pain.",Much less likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,dcd77c15-a4a6-4ef2-b65d-99eead89f7e4,http://pe.goodlylabs.org/project/SSSPECaus2/task/795,SSSPETest1,173,173SSSArticle.txt,f7722527-9beb-4ec3-b203-810d31c5f2d3,235c604e-bc9c-4eea-b75c-20d7064ea751,2018-03-21 09:08:04.796291,2018-03-21 09:21:50.335251,825.53896,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,dcd77c15-a4a6-4ef2-b65d-99eead89f7e4,http://pe.goodlylabs.org/project/SSSPECaus2/task/795,SSSPETest1,173,173SSSArticle.txt,15500e0f-801f-4007-af77-3e51e5ba12ec,17b574ee-7621-490d-95b6-c405be785b00,2018-03-21 09:59:15.256389,2018-03-21 10:00:14.537524,59.281135,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,dcd77c15-a4a6-4ef2-b65d-99eead89f7e4,http://pe.goodlylabs.org/project/SSSPECaus2/task/795,SSSPETest1,173,173SSSArticle.txt,66249f67-da9b-4392-ae8d-f7bf9901e507,ef751028-4767-4e61-9a4d-b6160f8098a6,2018-03-21 09:29:34.056355,2018-03-21 10:03:40.553348,2046.496993,,Somewhat credible,Yes,0,0,1,0,1,0,1,0,0,,Slightly representative,"There was a control condition, but it was not appropriate at all",Can't tell; not enough info,"That the body is solving for pain reduction, but that does not mean full healing occurs. The discounted MRI scans that doctors say would show unrelated oddities should be taken into consideration, as scar tissue could be building and eventually supporting damaged areas, hence pain reduction but not necessarily proper healing ",Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,9718bb81-7266-42b6-bbe2-6e7c16c5ebdb,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,55b16f90-c10e-4983-8d5e-5993acd80c17,79db6e35-1169-41fa-9134-77452b2c50b1,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,,Not very credible,Yes,0,0,0,0,0,0,1,1,0,Geological research,,,,There is no continent because it doesn't qualify as one,Equally likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,9718bb81-7266-42b6-bbe2-6e7c16c5ebdb,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,3430b480-8e04-49aa-9164-ba57d61010e0,9cc793a5-b9a3-4cee-921d-7d9482803307,2018-03-18 21:39:55.540023,2018-03-18 21:44:29.063685,273.523662,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,9718bb81-7266-42b6-bbe2-6e7c16c5ebdb,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,4156e10f-87c6-4f27-8bd3-144c6d9cdf88,087d045c-7751-42c5-a0af-35dfca95ba6e,2018-03-19 04:35:08.795692,2018-03-19 04:51:41.701732,992.90604,,Not very credible,Yes,0,0,0,1,0,0,1,0,0,,,,,Zealandia could potentially be a different type of oceanic crust.,Somewhat more likely,Not very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,9718bb81-7266-42b6-bbe2-6e7c16c5ebdb,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,1fc49b77-e256-424e-be0a-2af4d9bf01c2,b7a5de5b-b7a0-4e6b-86cb-b99e624fd891,2018-03-19 06:30:14.202582,2018-03-19 06:45:32.470629,918.268047,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Very credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,9718bb81-7266-42b6-bbe2-6e7c16c5ebdb,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,facaab0f-04a6-4165-9569-df28396816e0,4dea726f-a4d4-4fca-8f9d-2bbca9ddff73,2018-03-19 21:18:07.582279,2018-03-19 21:18:30.280047,22.697768,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,99f1ca35-e195-49bf-93a5-75116b7051e2,79db6e35-1169-41fa-9134-77452b2c50b1,2018-03-18 05:58:32.760867,2018-03-18 06:09:36.427496,663.666629,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,1c784829-3987-413d-a979-b8caf6271699,9cc793a5-b9a3-4cee-921d-7d9482803307,2018-03-18 21:35:57.046333,2018-03-18 21:42:28.741150,391.694817,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,a83d6274-f758-4291-acf1-e3ea03d85bda,087d045c-7751-42c5-a0af-35dfca95ba6e,2018-03-19 04:23:51.124059,2018-03-19 04:44:03.120305,1211.996246,,Not very credible,Yes,0,1,0,0,0,0,1,1,0,Random facts about money supply.,,,,China could potentially be in a recession.,Equally likely,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,31c92c60-0634-42d7-b259-8366b0015c60,b7a5de5b-b7a0-4e6b-86cb-b99e624fd891,2018-03-19 06:07:09.859507,2018-03-19 06:39:20.998669,1931.139162,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,9bfc9e14-5fa8-4eac-81b7-4277e0f7a426,4dea726f-a4d4-4fca-8f9d-2bbca9ddff73,2018-03-19 16:27:11.587335,2018-03-19 16:50:03.614151,1372.026816,,Very credible,Yes,0,0,0,1,0,0,1,0,0,,,,,"These indicators are symptomatic of some other growth-related economic phenomena, not unstable growth",Equally likely,Fairly credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,b9a0108c-3dc2-4ff8-9653-345cdbf04ee3,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,aa04871c-a5d4-4104-b1c6-f93e011e76ac,e648c303-5a76-4766-bfc7-580522fd5a51,2018-03-19 17:06:37.258478,2018-03-19 17:06:53.748327,16.489849,,Fairly credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
SSScience and Causality Questions V2,a38c312f947af09b825238811b5ae2a4e91f5caedd325562b6522e9b0409bd82,706d6311-956a-4043-af80-efde98ca94d1,http://pe.goodlylabs.org/project/SSSPECaus2/task/791,SSSPETest2,1731,1731SSSArticle.txt,27014bb7-c22c-4848-bbec-b8c8665c10c5,938c9661-7ad0-4a13-9f4b-6e67f2ecd6c0,2018-03-21 05:05:55.871702,2018-03-21 05:08:00.562366,124.690664,,Somewhat credible,No,0,0,0,0,0,0,0,0,0,,,,,,,Somewhat credible
