,article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
68,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,33df6629-73b1-499e-8255-1f3118c62a3d,Adjudicator nick task 1792 article number 100032,True,8ee4618c-f1c1-480c-8b23-db1e2d22103c,d14055e7-9184-4159-ab13-b1460e827aa2,NYU_Form,Arguments,1,,{},3,1444,1564,"ve been raised in the trenches, and I was taught to peep game. You ain\u2019t finna run no game on me. I will not be extorted"
69,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,33df6629-73b1-499e-8255-1f3118c62a3d,Adjudicator nick task 1792 article number 100032,True,8ee4618c-f1c1-480c-8b23-db1e2d22103c,d14055e7-9184-4159-ab13-b1460e827aa2,NYU_Form,Arguments,1,,{},3,1432,1443,It\u2019s just I
71,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,33df6629-73b1-499e-8255-1f3118c62a3d,Adjudicator nick task 1792 article number 100032,True,8ee4618c-f1c1-480c-8b23-db1e2d22103c,c39fa510-7f68-4f8b-bad0-02c494c59bb4,NYU_Form,Arguments,3,,{},1,2526,3166,"don\u2019t want Sunday to be used as further ammunition as to why people don\u2019t go to church without them knowing at this same church we gave 5000 pairs of new back to school shoes to kids of #Atlanta, or that we spearheaded 9 million campaign to support @bennett_college , or that we bailed out nonviolent offenders or that we partnered with @delta to send 4 cargo to #Bahamas for hurricane release or that we\u2019ve partnered with @_hamptonu to place 95 displaced students or that we fed the furloughed workers for two weeks while the government was shut down or that we went into housing projects to feed kids of #dekalb county during spring break"
70,NYU_Articles/Pilot/TIFinallyExplainsWhyHe.txt,100032,TIFinallyExplainsWhyHe.txt,832ecb4405a6c6ba17b9f5a67e9cdb91b07462cb9d723162fbcf3e114b66f791,3202,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,33df6629-73b1-499e-8255-1f3118c62a3d,Adjudicator nick task 1792 article number 100032,True,8ee4618c-f1c1-480c-8b23-db1e2d22103c,f0ee1f13-8f59-4740-afd4-7594d5739099,NYU_Form,Arguments,2,,{},1,1657,1943,"he was not trying to grab anyone\u2019s money \u2013\u2013 but he did expect black people to stand up for each other, and even took a jab at the podcast by T.I., referencing it by name in his statement.\n\nHe finished his post by stating he was more interested in a person\u2019s life than their life savings"
113,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4f72cac-1e5d-4313-b955-ff2f4267e576,Adjudicator nick task 1895 article number 100033,True,fcccfcd4-62aa-4d4c-a22d-63b2c20bd99a,74861b34-0c82-41fe-9315-a4a57f4bd51e,NYU_Form,Arguments,1,,{},1,1595,1789,"The Very Stable Genius with a better memory than anyone else left himself just enough wiggle room to sidle out of direct perjury. Those ""do not recall"" disclaimers will save him, more's the pity"
114,NYU_Articles/Day1/RogerStoneTrialEndsRick.txt,100033,RogerStoneTrialEndsRick.txt,86d0e1839d825b8b56f2c7430efa716f4777e45dd001dd29ff68a3d232069e4c,2442,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,e4f72cac-1e5d-4313-b955-ff2f4267e576,Adjudicator nick task 1895 article number 100033,True,fcccfcd4-62aa-4d4c-a22d-63b2c20bd99a,b1d6460c-e774-4fe6-a612-07551217e8ed,NYU_Form,Arguments,2,,{},1,274,1523,"On Tuesday, the prosecution rested in the Roger Stone trial after putting on one final witness: Rick Gates, former partner with Paul Manafort, consultant to the Trump campaign through the inaugural, and witness to the fact that Donald Trump was in on the Wikileaks dump before they made the emails public.\n\nRick Gates, who served as Trump\u2019s deputy campaign chairman, testified Tuesday that Stone began discussing Clinton leaks with the campaign in April 2016 and that from May onward Gates understood Stone to be the campaign\u2019s intermediary with WikiLeaks. By July 2016, Gates testified, Trump campaign chairman Paul Manafort said he was updating Trump and others regularly and directed Gates to keep following up with Stone. After Trump ended one phone call from Stone at the end of that month, Gates testified, the future president said to Gates that \u201cmore information would be coming.\u201d\n\nOh, my, my, my. As Rachel Maddow points out in the segment above, Donald Trump said something completely different in his written responses to Robert Mueller. \u201cI do not recall discussing WikiLeaks with him,\u201d Trump wrote under penalty of perjury. \u201cNor do I recall being aware of Mr. Stone having discussed WikiLeaks with individuals associated with my campaign"
76,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,130,835,"NBC, ABC and CBS News have all now appeared to run cover for some of the world\u2019s most powerful rape rings, allegedly killing stories and firing employees who tried to expose the outlets.\n\nAs three of America\u2019s biggest networks, these outlets have each become embroiled in controversy in 2019 following multiple separate reports that they have played a part in covering up some of the world\u2019s most powerful rape and pedophile rings.\n\nThe allegations range from killing entire stories outing disgraced movie mogul Harvey Weinstein, shutting down an interview detailing accusations against alleged child sex-trafficker Jeffrey Epstein and firing an employee who might have tried to hold an outlet responsible"
77,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,967,1334,"First, investigative reporter Ronan Farrow came out with a book on Oct. 15 titled \u201cCatch and Kill: Lies, Spies and a Conspiracy to Protect Predators.\u201d The book accused NBC News of covering up Farrow\u2019s story about the sexual assault allegations surrounding now-disgraced movie mogul Harvey Weinstein. It is based on Farrow\u2019s article published in The New Yorker in 2017"
78,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,3547,4014,"The outlet also received pushback for refusing to allow an outside investigation into NBC News following the allegations. Journalist Megyn Kelly went after NBC News on Oct. 16, saying the network should \u201cshow us the money\u201d and come clean about any and all agreements made to former staffers. She added that there \u201cneeds to be an outside investigation into\u201d the network, mentioning that several other outlets with allegations of scandals have done the same in the past"
79,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,4241,4586,"Just a few months later, ABC News was accused of killing a story about the late alleged child sex-trafficker Jeffrey Epstein after Project Veritas released a video of anchor Amy Robach complaining about the network. Robach was caught on camera saying ABC killed her interview with Epstein accuser Virginia Roberts Giuffre, according to the video"
80,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,4592,5002,"ve had this story for three years,\u201d Robach said in the unearthed video. \u201cI tried for three years to get it on to no avail, and now it\u2019s all coming out and it\u2019s like these new revelations. And I freaking had all of it. I\u2019m so pissed right now.\u201d\n\nThe anchor said Buckingham Palace threatened ABC News after finding out Prince Andrew was a part of the story and added that she \u201chad all of\u201d the reporting years ago"
81,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,5809,5924,This statement came after she said she \u201chad all of it\u201d and knew of the allegations against Epstein for \u201cthree years
82,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,6481,6633,CBS News is the latest to appear to have run cover for a huge rape ring when it allegedly fired a former ABC employee Wednesday who had access to Robach
83,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,c9fdc229-d861-4482-926b-33950c13eec6,NYU_Form,Arguments,1,,{},8,6709,6921,"The employee who reportedly accessed the tape moved on to a job at CBS News, anonymous sources told Ali. CBS fired that employee, a woman, Wednesday after ABC executives notified CBS of the situation, a TV source"
90,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,a2b994d7-ab11-4377-b441-711b852fd98a,NYU_Form,Arguments,3,,{},4,2221,2313,Two sources familiar with the matter tell me that CBS News has fired the staffer in question
91,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,a2b994d7-ab11-4377-b441-711b852fd98a,NYU_Form,Arguments,3,,{},4,1763,1835,ABC News has confirmed they're conducting an investigation into the leak
92,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,a2b994d7-ab11-4377-b441-711b852fd98a,NYU_Form,Arguments,3,,{},4,6075,6127,The outlet is now investigating who leaked the video
93,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,a2b994d7-ab11-4377-b441-711b852fd98a,NYU_Form,Arguments,3,,{},4,6193,6342,"We take violations of company policy very seriously, and we\u2019re pursuing all avenues to determine the source of the leak,\u201d a spokesperson for ABC News"
84,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,1336,1462,"He was allowed to publish his story in The New Yorker while still working at NBC News, the outlet said in a previous statement"
85,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,2734,2785,NBC News denied killing the story to protect itself
86,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,2958,3073,NBC News agreeing to release former employees who had made sexual assault accusations against people at the network
87,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,3184,3487,"Any former NBC News employee who believes that they cannot disclose their experience with sexual harassment as a result of a confidentiality or non-disparagement provision in their separation agreement should contact NBCUniversal and we will release them from that perceived obligation,\u201d an NBCUniversal"
88,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,5004,5520,"ABC News denied this, saying in a statement that it has \u201cnever stopped investigating the story.\u201d They added that it has employed a team to uncover the truth about Epstein, whom authorities arrested on accusations of child sex-trafficking in July.\n\nThe network said it plans to release extensive reports on Epstein in the new year. Robach also walked back her on-camera remarks, releasing a statement echoing the network\u2019s comments. She attributed to her previous accusations as being \u201ca private moment of frustration"
89,NYU_Articles/Day1/NBCABCAndCBSAppear.txt,100034,NBCABCAndCBSAppear.txt,3b9c291d9345c8221a497206a766483bf78df474550f0c50c58df9ad4c20ff75,7001,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,f017526a-ec44-487a-8980-d4e0436432a7,Adjudicator nick task 1896 article number 100034,True,7f300d46-59df-400f-b0ba-6727bc45292f,705c8a35-a46f-45e9-b786-a845b4593c1d,NYU_Form,Arguments,2,,{},6,5642,5806,Robach added that ABC didn\u2019t run the interview \u201cbecause we could not obtain sufficient corroborating evidence to meet ABC\u2019s editorial standard about her allegations
122,NYU_Articles/Day1/UkrainianOfficialsReleaseRecordsOf.txt,100035,UkrainianOfficialsReleaseRecordsOf.txt,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1626,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,67c90a12-e90a-4550-af5e-861bb9905b05,Adjudicator nick task 1897 article number 100035,True,3f45520f-4fec-470f-983c-837fc14fbb2c,315be556-20a6-409b-a9ab-077a27ce551b,NYU_Form,Arguments,2,,{},1,647,823,The media immediately covered for Biden and said his targeting of Mr. Shokin was totally unrelated to the prosecutor\u2019s corruption investigation into Hunter and Burisma Holdings
120,NYU_Articles/Day1/UkrainianOfficialsReleaseRecordsOf.txt,100035,UkrainianOfficialsReleaseRecordsOf.txt,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1626,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,67c90a12-e90a-4550-af5e-861bb9905b05,Adjudicator nick task 1897 article number 100035,True,3f45520f-4fec-470f-983c-837fc14fbb2c,6049f498-cc7a-4d0f-a28b-728e4d9a5f30,NYU_Form,Arguments,1,,{},2,197,644,"New memos released last week reveal Burisma Holdings, Hunter Biden\u2019s Ukrainian natural gas company, pressured the Obama State Department to help end the corruption investigation during the 2016 election cycle just one month before then-Vice President Joe Biden forced Ukraine to fire Viktor Shokin, the prosecutor probing his son Hunter.\n\nJoe Biden bragged about getting Viktor Shokin fired during a 2018 speech to the Council on Foreign Relations"
121,NYU_Articles/Day1/UkrainianOfficialsReleaseRecordsOf.txt,100035,UkrainianOfficialsReleaseRecordsOf.txt,d7a866ba4b0104b93dc030d98d2416a336e37ef90f6c073c339e05cd47d19e24,1626,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,67c90a12-e90a-4550-af5e-861bb9905b05,Adjudicator nick task 1897 article number 100035,True,3f45520f-4fec-470f-983c-837fc14fbb2c,6049f498-cc7a-4d0f-a28b-728e4d9a5f30,NYU_Form,Arguments,1,,{},2,1059,1625,"In fact, Burisma Holdings actually name-dropped Hunter Biden when requesting help from the State Department.\n\nAccording to CD Media last week former Ukrainian official Oleksandr Onyshchenko said Hunter Biden was receiving \u201coff the books\u201d payments from Burisma in the millions.\n\nOn Tuesday CD Media posted leaked records of payments to Hunter Biden from Burisma Holdings totaling millions.\n\nVia CD Media:\n\nThe documents show 46 payments to Hunter Biden\u2019s company from November 2014 to November 2015.\n\nThere were 38 payments for $83,333 totaling more than $3.1 million"
157,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,2665,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,2226d1a2-185f-4b10-b816-b1b65557eec1,Adjudicator nick task 1946 article number 100036,True,e06fa4b5-a2ec-47eb-9e71-27d6f122a9e0,44958312-8f73-4a02-825c-a96df03e1d7e,NYU_Form,Arguments,2,,{},1,2216,2593,"The fiasco pointed to a factional rift on the Trump-supporting conservative right that has been growing rapidly in recent weeks, particularly among \u201czoomers\u201d \u2013 student-age activists. On one side are one of the sponsors of Trump Jr\u2019s book tour, Turning Point USA, a campus conservative group with a track record of bringing provocative rightwing speakers to liberal universities"
158,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,2665,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,2226d1a2-185f-4b10-b816-b1b65557eec1,Adjudicator nick task 1946 article number 100036,True,e06fa4b5-a2ec-47eb-9e71-27d6f122a9e0,08e4737e-541a-4738-b982-1732bdee0534,NYU_Form,Arguments,3,,{},1,618,1403,"The audience was angry that Trump Jr his girlfriend, Kimberly Guilfoyle and their handler Charlie Kirk, would not take questions. The loud shouts of \u201cUSA! USA!\u201d that greeted Trump when he first appeared on the stage of a university lecture hall to promote his book Triggered: How The Left Thrives on Hate and Wants to Silence Us quickly morphed into even louder, openly hostile chants of \u201cQ and A! Q and A!\u201d\n\nThe 450-strong audience had just been told they would not be allowed to ask questions, \u201cdue to time constraints\u201d.\n\nAt first, Trump and Guilfoyle tried to ignore the discontent, which originated with a fringe group of America Firsters who believe the Trump administration has been taken captive by a cabal of internationalists, free-traders, and apologists for mass immigration"
155,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,2665,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,2226d1a2-185f-4b10-b816-b1b65557eec1,Adjudicator nick task 1946 article number 100036,True,e06fa4b5-a2ec-47eb-9e71-27d6f122a9e0,d49e7a51-1ba1-4247-87ea-af45cf8e7fde,NYU_Form,Arguments,1,,{},2,95,615,"Donald Trump Jr ventured on to the University of California\u2019s overwhelmingly liberal Los Angeles campus on Sunday, hoping to prove what he had just argued in his book \u2013 that a hate-filled American left was hell-bent on silencing him and anyone else who supported the Trump presidency.\n\nBut the appearance backfired when his own supporters, diehard Make America Great Again conservatives, raised their voices most loudly in protest and ended up drowning him out barely 20 minutes into an event scheduled to last two hours"
156,NYU_Articles/Day2/DonaldTrumpJrHumiliatedBooed.txt,100036,DonaldTrumpJrHumiliatedBooed.txt,95e59347e8dd79fe6656dad63f1a495731158f5d629350decb9d78a7739e19cd,2665,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,2226d1a2-185f-4b10-b816-b1b65557eec1,Adjudicator nick task 1946 article number 100036,True,e06fa4b5-a2ec-47eb-9e71-27d6f122a9e0,d49e7a51-1ba1-4247-87ea-af45cf8e7fde,NYU_Form,Arguments,1,,{},2,1406,1814,"When the shouting would not subside, Trump Jr tried \u2013 and failed \u2013 to argue that taking questions from the floor risked creating soundbites that leftwing social media posters would abuse and distort. Nobody was buying that.\n\nIn minutes, the entire argument put forward by the president\u2019s son \u2013 that he was willing to engage in dialogue but that it was the left that refused to tolerate free speech \u2013 crumbled"
169,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,2689,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,9b0e6fd9-9d46-4a08-8be5-28b8725b0e87,Adjudicator nick task 1947 article number 100037,True,74702cd5-3515-4eb6-9738-67f1da82c641,03553978-b0d3-4885-93ea-16f5bccdf726,NYU_Form,Arguments,1,,{},1,130,432,"The Trump family has a checkered past with charitable fundraising, having had their family\u2019s charitable foundations shut down by the State of New York for rampant self-dealing, and now President Trump and his three oldest children are all banned from serving on any New York charity board for ten years"
170,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,2689,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,9b0e6fd9-9d46-4a08-8be5-28b8725b0e87,Adjudicator nick task 1947 article number 100037,True,74702cd5-3515-4eb6-9738-67f1da82c641,c78750cc-3fb6-4ee4-a747-e4214c5258db,NYU_Form,Arguments,2,,{},2,1624,1773,and that was just one of the many ways we figured out how to funnel those charitable donations we were collecting all year into our personal accounts
171,NYU_Articles/Day2/EricTrumpIsHostingA.txt,100037,EricTrumpIsHostingA.txt,dffe5d7618e02096848897a44be4304eeef2fc09af7e33852dd71113a6c61bf2,2689,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,9b0e6fd9-9d46-4a08-8be5-28b8725b0e87,Adjudicator nick task 1947 article number 100037,True,74702cd5-3515-4eb6-9738-67f1da82c641,c78750cc-3fb6-4ee4-a747-e4214c5258db,NYU_Form,Arguments,2,,{},2,435,1622,"The ban has not stopped Eric Trump, however, from using his experiences to teach a webinar on how to profit personally from charitable fundraising.\n\n\u201cA lot of people don\u2019t know this, but you can actually make a lot of money from running a charity,\u201d Eric explains in a Facebook advertisement for his webinar. \u201cI can\u2019t do it anymore because of the ban, but I can help you do it for just $19.99!\u201d\n\nThe webinar consists of two fifteen-minute videos in which Eric offers pointers on committing fraud.\n\n\u201cIt really helps if you have your own real estate,\u201d he explains in the second video. \u201cI was very fortunate because my dad owns a lot of properties around the country, which makes it very convenient because if you\u2019re running a charity you can just host big events all the time at the properties you own, and then charge your charity a bunch of fees. Like, my cancer charity that I was running had a big annual dinner where I\u2019d give myself an award for philanthropy every year, and we\u2019d have a silent auction and do all kinds of fun things like that. But I would always have it happen at Mar-a-Lago, which my family owns. My dad would give me a commission for booking the charity events there"
142,NYU_Articles/Day2/SchiffClaimsHeDoesNot.txt,100038,SchiffClaimsHeDoesNot.txt,68c644ee4676eeca87052755ec73bde24a957e12dc1d1fcba93795f08063520d,3137,27c9f907-e03b-4f8b-a51c-3a0ca4c675b5,NYU_Form.adjudicated,cff16540-8771-49e3-bf2b-154e37be4edd,Adjudicator nick task 1948 article number 100038,True,c259f69c-b4b4-4d87-aacc-1a986e0bd8a5,df471515-bdaf-4211-bbff-163bfd7e6517,NYU_Form,Arguments,4,,{},1,2777,2974,"Rep. Paul Gosar, DDS:\n""In response to @Jim_Jordan, Adam Schiff claims he doesn't know the identity of the whistleblower. If he doesn't know their identity, how will he prevent them from being named"
