schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q1.A3,T1.Q1.A4,T1.Q1.A5,T1.Q1.A6,T1.Q1.A7,T1.Q1.A8,T1.Q1.A9,T1.Q1.A10,T1.Q1.A11,T1.Q1.A12,T1.Q1.A13,T1.Q2,T1.Q3,T1.Q4,T1.Q5.A1,T1.Q5.A2,T1.Q5.A3,T1.Q5.A4,T1.Q5.A5,T1.Q5.A6,T1.Q5.A7,T1.Q5.A8,T1.Q6,T1.Q7,T1.Q8,T1.Q9,T1.Q10,T1.Q11.A1,T1.Q11.A2,T1.Q11.A3,T1.Q11.A4,T1.Q12
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,8614287c-a0ac-4122-8f05-6507ce2460df,https://pe.goodlylabs.org/project/Demo1Lang2/task/1311,17,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,8b5f1e28-0330-4463-9d31-5a598a7840c5,7b50486e-3d5e-474f-a40a-09c738f19bda,2019-03-05 22:50:07.317765,2019-03-05 22:53:08.332383,181.014618,"T1.Q1, T1.Q3, T1.Q7, T1.Q8, T1.Q9, T1.Q11, T1.Q12",0,1,0,0,0,1,0,0,1,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,Mildly inappropriate,Not at all,Slightly,,1,0,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e1c5b411-7355-4b2b-a232-7c356fdcd9b0,ec3b204f-2b04-4dc9-9e9b-cdf35364e6bc,2019-02-27 00:00:02.753967,2019-02-27 00:01:54.506592,111.752625,"T1.Q1, T1.Q10, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Very Mildly,1,0,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,3b4f70df-3830-4e13-9537-b780a2dd3766,47f10cb0-4a56-4b77-ba40-5414b1332642,2019-02-27 00:05:31.810658,2019-02-27 00:06:38.518141,66.707483,"T1.Q1, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,44ee634d-64ff-4d6d-90d0-1d38fad7d26d,a2c02f27-95a3-4b31-9f31-bd024c0c0517,2019-02-27 00:01:14.372965,2019-02-27 00:17:52.770680,998.397715,"T1.Q1, T1.Q10, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Very Mildly,1,0,0,0,6
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e6d4e339-f175-4d52-8ccf-39a82321900d,3a6b0929-a821-4616-8599-9b860526d09d,2019-02-27 00:00:05.524012,2019-02-27 00:37:42.474176,2256.950164,"T1.Q1, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,,0,1,0,0,7
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,4db96297-4d10-4127-8e86-2a66d265b964,f18207d6-37cb-4349-a31e-a4ff2adcf299,2019-03-02 19:24:51.733452,2019-03-02 19:26:16.726098,84.992646,"T1.Q1, T1.Q3, T1.Q11, T1.Q12",0,1,0,0,0,0,0,0,0,0,0,0,0,,Some misrepresentation,,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,9
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,aa8138bc-99f3-40f8-bd67-db59ace91046,93b5d16a-4388-49d6-9217-d6607167f6c2,2019-03-02 22:13:02.641173,2019-03-02 22:31:41.062332,1118.421159,"T1.Q1, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,9
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,ce3e6c46-9bf1-4b78-91f3-551157bd6405,d970aaa4-3cde-4e75-937b-ea73fb0ca0f1,2019-03-03 06:08:13.671706,2019-03-03 06:09:00.488554,46.816848,"T1.Q1, T1.Q9, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Slightly,,0,1,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,c0dd8ba0-532e-44b0-9155-469382fde823,fb0bfdce-316c-46b8-a7f3-097457d92afb,2019-03-03 18:13:18.556502,2019-03-03 18:45:08.933693,1910.377191,"T1.Q1, T1.Q9, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Slightly,,0,0,0,0,9
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,34e8af95-0b0c-4aab-a778-b8de353c595c,bcf4ec10-b869-4e0f-89a7-133f825c910d,2019-03-04 01:03:32.988813,2019-03-04 01:06:17.867465,164.878652,"T1.Q1, T1.Q10, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,1,0,0,0,,,,0,0,0,0,0,0,0,0,,,,,Somewhat,1,0,0,0,7
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,b406817a-2220-4519-aff3-e8fc40e20c3e,a2f9116f-94e4-448c-b513-8a7ab93d3d2f,2019-03-05 05:00:28.414018,2019-03-05 05:04:47.901284,259.487266,"T1.Q1, T1.Q9, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,1,0,0,0,0,,,,0,0,0,0,0,0,0,0,,,,Not at all,,1,0,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,9af4abce-40c7-403b-8dbc-1eb2b47af951,7ae543c3-9854-4453-962d-01eb3b9805a5,2019-03-05 15:19:14.862546,2019-03-05 15:30:47.679959,692.817413,"T1.Q1, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,0,1,0,0,,,,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,8
Language_2018_09_04,790464e4ab80caa9bb7db172bd2709ac818ba19a667245731fd32bce14f6e4d2,2633533d-4af6-441f-985f-2bd7b5433549,https://pe.goodlylabs.org/project/Demo1Lang2/task/1312,12,21,Demo2,1712,1712SSSArticle12.txt,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f08d7054-f4aa-463a-8a66-424051a1d0c3,7b50486e-3d5e-474f-a40a-09c738f19bda,2019-03-05 22:51:07.219043,2019-03-05 22:53:40.946594,153.727551,"T1.Q1, T1.Q11, T1.Q12",0,0,0,0,0,0,0,0,0,0,0,0,1,,,,0,0,0,0,0,0,0,0,,,,,,1,0,0,0,5: 50-50
