article_filename,article_sha256,task_uuid,namespace,start_pos,end_pos,topic_name,case_number,target_text
Everything You Know About Obesity Is Wrong.txt,9732c9f46d361eebfb08758f4572d5a7ca4fef68b7aff7c3a9e980475af1a7ec,3b751312-24ac-4fdb-ba05-cd489bb57b43,nan,712,800,Reasoning,1,"for most of those 300 years, medical experts knew how to prevent it and simply failed to"
Is everything you think you know about depression wrong.txt,9ba70309822fcbccaf5e553a4036df1c8fc925648d539d77763031be0e57331d,5fbf7c7c-a39b-473b-83b4-12b387e28f9f,nan,272,307,Language,1,"too inconvenient, and too explosive"
Is everything you think you know about depression wrong.txt,9ba70309822fcbccaf5e553a4036df1c8fc925648d539d77763031be0e57331d,5fbf7c7c-a39b-473b-83b4-12b387e28f9f,nan,2619,2651,Language,1,have blasted a hole in the claim
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,3ff0d03e-ec11-4e8a-b260-896afeeaf9d7,nan,316,319,Language,1,you
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,3ff0d03e-ec11-4e8a-b260-896afeeaf9d7,nan,364,367,Language,1,you
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,3ff0d03e-ec11-4e8a-b260-896afeeaf9d7,nan,368,371,Language,1,may
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,378,476,Language,1,"they\u2019re not that bad, or, at least, not as bad as eating a burger and fries or a fast-food burrito"
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,574,577,Language,2,may
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,598,602,Language,1,your
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,628,649,Language,1,assuming you have one
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,710,714,Language,1,your
"The noodles that are linked to chronic inflammation, weight gain, Alzheimer’s and Parkinsons.txt",bce00382d4991dc76710d8e450830683ebb4a2ca3700f37430ddd8755eff2fdb,d59d661b-810b-40b7-b6c4-88fe4146f460,nan,749,752,Language,1,you
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,de38c01e-9676-47a8-ada8-d527ba9a16d9,nan,691,900,Evidence,1,"In lab-based experiments recreating a public washroom, jet-air dryers introduced 27 times more bacteria into the air than good-old-fashioned paper towels, and these microbes circulated for 15 minutes afterward"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,de38c01e-9676-47a8-ada8-d527ba9a16d9,nan,1325,1829,Evidence,1,"The investigation was conducted in hospitals in three cities \u2013 Leeds, Paris, and Udine, Italy \u2013 over a 12-week period. For each location, two restrooms used by patients, staff, and visitors were selected, and each was set up to offer only a jet dryer or paper towels. Samples of the air and swabs of restroom surfaces were taken every day for four weeks, then, after a two-week pause in collections, each restroom switched to offer the alternate drying method. This process was then repeated a third time"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,de38c01e-9676-47a8-ada8-d527ba9a16d9,nan,1834,2260,Evidence,1,"Cultures from these samples revealed that the total amount of bacteria in the air and on surfaces was consistently much higher in all restrooms when jet dryers were being used. The most dramatic differences were seen between the surface of the jet dryer itself and the surface of the paper towel dispenser: In Udine, the dryer was covered in 100 times more bacteria, in Paris it was 33-fold higher, and in Leeds it was 22-fold"
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,d3851ffe-1bd2-472b-8bef-03cb06ee3e60,nan,358,379,Language,1,anything but sanitary
Hand Dryers Spread Bacteria So Dramatically That Scientists Think They_re A Public Health Threat.txt,c313c54764cdcdc5a5ceac0f392a44aff2b7c8349ba490f7785253ac35708a6d,d3851ffe-1bd2-472b-8bef-03cb06ee3e60,nan,403,423,Language,2,increasingly popular
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,388914a4-dc02-4fee-8681-ec8f80505542,nan,200,453,Evidence,1,A new study carried out by Leipzig University suggests that the IQ of first-borns increases because they have to teach their younger siblings how things work. The fact that first-borns have their parents' attention all to themselves also boosts their IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,388914a4-dc02-4fee-8681-ec8f80505542,nan,882,1188,Evidence,1,"Apart from boosted intelligence, first-born children also show a heightened perception of their brain capabilities. The data for this study was accumulated from personality and IQ tests from three different national studies, one of which was carried out in the UK and involved more than 20,000 participants"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,388914a4-dc02-4fee-8681-ec8f80505542,nan,1194,1450,Evidence,1,"One theory is that following children ""dilute"" the resources of their parents."", Dr. Julia Rohrer told the Daily Mail.\r\n\r\n\u201cWhile the firstborn gets full parental attention, at least for some months or years, late-borns will have to share from the beginning"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,388914a4-dc02-4fee-8681-ec8f80505542,nan,1457,1860,Evidence,1,"Another possible factor is described by the tutoring hypothesis: A firstborn can \u201ctutor\u201d their younger siblings, explaining to them how the world works and so on.\u201d\r\n\r\n\u201cTeaching other people has high cognitive demands \u2013 the children need to recall their own knowledge, structure it and think of a good way to explain it to younger siblings, which could provide a boost to intelligence for some firstborns"
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,ce6c9272-24e6-47b3-ab45-e97a22b68b1e,nan,598,604,Probability,1,1.5 IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,ce6c9272-24e6-47b3-ab45-e97a22b68b1e,nan,678,695,Probability,1,isn't necessarily
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,8955bf8f-cf76-426b-b799-8f398c278b5c,nan,740,750,Probability,1,60% chance
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,bc54fda9-ab17-4754-bd93-0567dfd13388,nan,763,772,Probability,1,higher IQ
Science Says the First Born Child Is the Most Intelligent.txt,c682114cf1f080c8f7b3b68130e3bfee4f9c0e7c132528f39581d72ec8d08011,8083d554-919d-49e9-8bb1-7cd21dc733df,nan,474,571,Reasoning,1,"the variations in intelligence are a result of how a child is raised and nurtured, not of biology"
New Alzheimer’s Treatment Fully Restores Memory Function.txt,d4fd7254af9c4be41bcfe0570fad1151362a47cf7e345665e87bd81aa1b87acb,fd5b4044-13ce-4ed8-a1ee-dace12fc5ba1,nan,1495,1511,Language,1,pretty promising
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,392,537,Evidence,1,"This could be making them less curious, less able to finish tasks, less emotionally stable and lowering their self-control, the DailyMail reports"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,700,800,Evidence,1,But research shows 'zombie' children spend nearly five hours every day gawping at electronic devices
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,971,1318,Evidence,2,"Half of mental health problems develop by adolescence,"" professors Jean Twenge and Keith Campbell said. ""There is a need to identify factors linked to mental health issues that are [able to be changed] in this population, as most are difficult or impossible to influence. How children and adolescents spend their leisure time is [easier] to change"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,1806,2085,Evidence,1,"The researchers analysed data provided by the parents of more than 40,000 US children aged two to 17 for a nationwide health survey in 2016. The questionnaire asked about the youngsters' medical care, any emotional, developmental or behavioural issues and their daily screen time"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,2360,2704,Evidence,1,"Professor Twenge said: ""At first, I was surprised the associations were larger for adolescents. However, teens spend more time on their phones and on social media, and we know from other research that these activities are more strongly linked to low wellbeing than watching television and videos, which is most of younger children's screen time"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,2994,3149,Evidence,1,"Among 14 to 17 year olds, more than four in ten (42.2 per cent) of those in the study who spent more than seven hours a day on screens did not finish tasks"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,ef40e27c-0d03-43e6-8524-1ec1ac3dbc7e,nan,3154,3299,Evidence,1,About one in eleven (9 per cent) of 11 to 13-year-olds who spent an hour with screens daily were not curious or interested in learning new things
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,e5c2cf7a-a5df-4b52-b320-78d83aedcd75,nan,3304,3795,Evidence,1,"Writing in the journal Preventative Medicine Reports, the professors said they were particularly interested in links between screen time and diagnoses of anxiety and depression in youngsters, which have not yet been studied in great detail.\r\n\r\nThey said: ""Previous research on associations between screen time and psychological well being among children and adolescents has been conflicting, leading some researchers to question the limits on screen time suggested by physician organisations"
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,98689e3d-e12d-4df1-834f-7da28bb42f26,nan,3801,4014,Evidence,3,The US National Institute of Health estimates children and adolescents commonly spend an average of five to seven hours on screens during leisure time. Evidence is growing of the adverse effects this has on health
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,8cceb9b3-fd02-422e-be81-e184a6694a9e,nan,720,726,Language,1,zombie
"Smartphones, tablets causing mental health issues in kids as young as two.txt",d83181d3f0e6a4e91c85673d8a13823a48c0725de3acbaf631d7d58ce0ef3ff5,8cceb9b3-fd02-422e-be81-e184a6694a9e,nan,771,778,Language,1,gawping
