,schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options
52,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,4d4a37cd-7753-46d1-ac86-b65da485d5a9,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,aae074a7-50cc-42ff-b6b7-84f5eb672283,T1.Q12.A2,Good job!,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
53,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,4d4a37cd-7753-46d1-ac86-b65da485d5a9,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,34eac3b4-cf5f-4119-9aa5-5a00278ae207,T1.Q12.A3,Great job!,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
54,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,4d4a37cd-7753-46d1-ac86-b65da485d5a9,T1.Q12,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",CHECKBOX,NONE,,{},4,57b3ff14-afa5-4614-841c-4f417d8fc617,T1.Q12.A4,Excellent job! (artfully and fairly presenting a very difficult subject),,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
55,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,79bf3218-9048-4784-8210-73335b4a0cba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,ed3c976b-2d83-47d0-b8cc-380b50fd0a6c,T1.Q13.A1,Very,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
56,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,79bf3218-9048-4784-8210-73335b4a0cba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,f0476d9f-0088-4fab-ae77-2f2fce6b4ed0,T1.Q13.A2,Somewhat,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
57,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,79bf3218-9048-4784-8210-73335b4a0cba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,ae0dbb92-4f1e-40b5-96c0-01cdba7bfd88,T1.Q13.A3,Mildly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
58,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,79bf3218-9048-4784-8210-73335b4a0cba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,cecde8fd-1bef-4c25-b9c8-dfd0bdda2e55,T1.Q13.A4,Very Mildly,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
59,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,79bf3218-9048-4784-8210-73335b4a0cba,T1.Q13,How misleading or otherwise problematic is the colorful language?,RADIO,NONE,,{},5,beef1dc1-721c-4815-ab02-95ba82520f3a,T1.Q13.A5,Not at all,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
60,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,3e6a7d0d-fcb7-4cf4-93fe-28e3245eb041,T1.Q15.A1,1: I was guessing randomly for everything,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
61,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,da193b33-2584-40ae-bd60-9049b23ef4a4,T1.Q15.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
62,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,427485b7-4a8c-4d1e-a47a-87f0c0e66c3b,T1.Q15.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
63,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,bc395c2c-0438-4484-9ba5-e8d6f6fc2679,T1.Q15.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
64,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,f6c4e15c-17d6-4c45-be9a-ea65abdbaaea,T1.Q15.A5,5: 50-50,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
65,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,5c94306c-dd51-4e4f-b7f3-3f2196f8b49e,T1.Q15.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
66,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,077de62a-22f5-4fbf-bdb6-ba7efd1601c8,T1.Q15.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
67,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,4d37a501-966c-4233-ad63-9412c03b7d9f,T1.Q15.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
68,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,92aacf82-11ae-4795-b365-83e3f6bc6224,T1.Q15.A9,9,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
69,LanguageSpecialist_2018_08_24,ac4621272fae57b70487dae75abece3740d59f32c812e39883464d216fc3d5cd,141e35a9-d045-4dd0-a562-2b7b856b65dd,Language Specialist V3,417a2343-e68c-4ad2-806a-7847115afa25,T1.Q15,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,4d32da8b-4cce-44a5-96c7-933fceab165f,T1.Q15.A10,10: 100% certain about all my answers,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
0,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,dd86c473-d2d2-4b78-92e3-d599405246ec,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,NONE,,{},3,a02c8d88-136a-4978-9493-7d8b5206eaf8,T1.Q1.A1,Yes,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
1,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,dd86c473-d2d2-4b78-92e3-d599405246ec,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,NONE,,{},3,79a83d02-10f3-4338-bd71-ee40ef9be655,T1.Q1.A2,Maybe,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
2,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,dd86c473-d2d2-4b78-92e3-d599405246ec,T1.Q1,Does the text make any claims with great confidence? Highlight the relevant part.,RADIO,NONE,,{},3,d097ef96-09bd-4f0b-9c11-56ce41b99041,T1.Q1.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
3,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,82a70ef6-3cd7-4886-844f-47ea01469172,T1.Q2,To what extent does the confidence seem justified?,RADIO,NONE,,{},5,7107541e-ce98-4ada-8735-80de1989106e,T1.Q2.A1,Completely justified,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
4,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,82a70ef6-3cd7-4886-844f-47ea01469172,T1.Q2,To what extent does the confidence seem justified?,RADIO,NONE,,{},5,f0aeacd2-5dd2-45c6-a3f6-0330befd0b99,T1.Q2.A2,Mostly justified,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
5,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,82a70ef6-3cd7-4886-844f-47ea01469172,T1.Q2,To what extent does the confidence seem justified?,RADIO,NONE,,{},5,ddb180cf-cc75-4405-beb3-5f73af87c867,T1.Q2.A3,Somewhat justified,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
6,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,82a70ef6-3cd7-4886-844f-47ea01469172,T1.Q2,To what extent does the confidence seem justified?,RADIO,NONE,,{},5,b4a69912-e6f3-40ee-a324-5d5f7a248520,T1.Q2.A4,Slightly justified,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
7,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,82a70ef6-3cd7-4886-844f-47ea01469172,T1.Q2,To what extent does the confidence seem justified?,RADIO,NONE,,{},5,08bd51ff-c2f1-46b4-8d75-eca103d8bdb5,T1.Q2.A5,Not at all justified,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
8,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,651504f6-e161-4ad1-a99c-9f6d518344b2,T1.Q4,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.",RADIO,NONE,,{},3,35eaaa20-9c72-4a97-889e-7326f13fcbef,T1.Q4.A1,"Yes, explicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
9,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,651504f6-e161-4ad1-a99c-9f6d518344b2,T1.Q4,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.",RADIO,NONE,,{},3,2510d2be-af5c-4c7f-87e5-595326582dbe,T1.Q4.A2,"Yes, implicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
10,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,651504f6-e161-4ad1-a99c-9f6d518344b2,T1.Q4,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.",RADIO,NONE,,{},3,c83d074c-1f63-441d-99ed-56c208570ab0,T1.Q4.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
11,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,77ff3c17-4824-4781-9d4f-338aebcc9dab,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,NONE,,{},3,9d42f4ab-a101-4051-bc81-3318f08a99d9,T1.Q5.A1,"Yes, explicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
12,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,77ff3c17-4824-4781-9d4f-338aebcc9dab,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,NONE,,{},3,b5d664a7-6b99-4b84-abd1-0d3ca442eb6c,T1.Q5.A2,"Yes, implicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
13,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,77ff3c17-4824-4781-9d4f-338aebcc9dab,T1.Q5,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",RADIO,NONE,,{},3,b3292340-e8ff-4959-a7cd-f6346d918888,T1.Q5.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
14,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,6cad76eb-b1de-4689-a612-5902cad29c04,T1.Q6,"If any numbers are given, is a comparison number for a similar case given for context?",RADIO,NONE,,{},5,c9374da2-39ba-44c5-b988-6e582c8a1242,T1.Q6.A1,No numbers,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
15,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,6cad76eb-b1de-4689-a612-5902cad29c04,T1.Q6,"If any numbers are given, is a comparison number for a similar case given for context?",RADIO,NONE,,{},5,89a61e0a-3f0a-4671-be0f-ee4d057ced96,T1.Q6.A2,"Number given, no comparison number given",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
16,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,6cad76eb-b1de-4689-a612-5902cad29c04,T1.Q6,"If any numbers are given, is a comparison number for a similar case given for context?",RADIO,NONE,,{},5,884a4c44-7f0b-4def-b8b0-883b6d81a53f,T1.Q6.A3,Baseline number given,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
17,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,6cad76eb-b1de-4689-a612-5902cad29c04,T1.Q6,"If any numbers are given, is a comparison number for a similar case given for context?",RADIO,NONE,,{},5,f1218eb0-ad5c-4dd3-92e3-dcce4afce9a6,T1.Q6.A4,Very different comparison number given for contrast,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
18,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,6cad76eb-b1de-4689-a612-5902cad29c04,T1.Q6,"If any numbers are given, is a comparison number for a similar case given for context?",RADIO,NONE,,{},5,bc4b97ce-6d9f-4e46-88ff-b15c0b2a34ab,T1.Q6.A5,Similar comparison number given for context (e.g. for previous year or nearby place),,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
19,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,70e11f83-c508-4f2f-8917-0380fa64bd5e,T1.Q7,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,RADIO,NONE,,{},3,205f50d4-b554-4541-9a7f-c7014e632307,T1.Q7.A1,"Yes, explicitly","T1.Q8, T1.Q9",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
20,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,70e11f83-c508-4f2f-8917-0380fa64bd5e,T1.Q7,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,RADIO,NONE,,{},3,5ed7fe1f-3a7d-460f-b588-8fd6da11ca5b,T1.Q7.A2,"Yes, implicitly","T1.Q8, T1.Q9",0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
21,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,70e11f83-c508-4f2f-8917-0380fa64bd5e,T1.Q7,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,RADIO,NONE,,{},3,02c20041-8a61-439c-ba7a-d7efa3a20bb1,T1.Q7.A3,No,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
22,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,926406e8-37a1-4621-b509-d5ddc4a8ddb0,T1.Q8,Could the apparent pattern be a result of a systematic error in data collection or processing?,RADIO,NONE,,{},5,f345894d-5886-4eb2-b822-81bea9dc23c8,T1.Q8.A1,Extremely Likely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
23,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,926406e8-37a1-4621-b509-d5ddc4a8ddb0,T1.Q8,Could the apparent pattern be a result of a systematic error in data collection or processing?,RADIO,NONE,,{},5,921a1e32-dc69-40f5-ac3d-68a8002f53a2,T1.Q8.A2,Somewhat Likely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
24,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,926406e8-37a1-4621-b509-d5ddc4a8ddb0,T1.Q8,Could the apparent pattern be a result of a systematic error in data collection or processing?,RADIO,NONE,,{},5,c35cfc83-35e6-4dd4-840a-ab27fa6da291,T1.Q8.A3,Neither Likely Nor Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
25,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,926406e8-37a1-4621-b509-d5ddc4a8ddb0,T1.Q8,Could the apparent pattern be a result of a systematic error in data collection or processing?,RADIO,NONE,,{},5,05d3c252-4b37-4057-bd77-68bbe7183ddb,T1.Q8.A4,Somewhat Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
26,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,926406e8-37a1-4621-b509-d5ddc4a8ddb0,T1.Q8,Could the apparent pattern be a result of a systematic error in data collection or processing?,RADIO,NONE,,{},5,2e024200-8ceb-4235-b516-2c9ae985c879,T1.Q8.A5,Very Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
27,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,bc8ec29a-c3aa-4a8c-8732-76983182d466,T1.Q9,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",RADIO,NONE,,{},5,e74c44e6-cf3e-4046-a50a-e335e67afff0,T1.Q9.A1,Extremely Likely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
28,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,bc8ec29a-c3aa-4a8c-8732-76983182d466,T1.Q9,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",RADIO,NONE,,{},5,690b3f67-25e8-4142-8f47-274ada1b3a62,T1.Q9.A2,Somewhat Likely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
29,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,bc8ec29a-c3aa-4a8c-8732-76983182d466,T1.Q9,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",RADIO,NONE,,{},5,8e41cfb0-be90-4faa-bc31-0cd1538700f9,T1.Q9.A3,Neither Likely Nor Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
30,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,bc8ec29a-c3aa-4a8c-8732-76983182d466,T1.Q9,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",RADIO,NONE,,{},5,cde69362-2ddf-414b-89ff-30b22de12a16,T1.Q9.A4,Somewhat Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
31,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,bc8ec29a-c3aa-4a8c-8732-76983182d466,T1.Q9,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",RADIO,NONE,,{},5,071f6209-78e8-41c9-b22a-a36118f9c310,T1.Q9.A5,Very Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}"
32,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,fff438a2-38f4-476c-b458-cd387c487b19,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,NONE,,{},3,ab833aca-87ff-41a2-a1a1-a3d0adbdf27f,T1.Q10.A1,Explicitly,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
33,ProbabilitySpecialist_2018_08_24,99c02e7db603617f17b87ff2df17cbb2a121cbfcb27e71d6421fe1712cfb43b7,ee8fb7e8-c959-4269-be62-494ff61d13b0,Probability Specialist,fff438a2-38f4-476c-b458-cd387c487b19,T1.Q10,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",RADIO,NONE,,{},3,dbd0a728-9c13-46c2-b1ac-0cafa81e4eb2,T1.Q10.A2,Implicitly,,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}"
