schema_namespace,schema_sha256,topic_uuid,topic_name,question_uuid,question_label,question_text,question_type,question_hint_type,question_next_questions,question_options,answer_count,answer_uuid,answer_label,answer_content,answer_next_questions,nohighlight,optionalhighlight,answer_options,
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2853e4c6-9abb-40fd-93dc-02313e95857c,T1.Q12,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could NOT be canceled out by collecting more data)?",RADIO,NONE,,{},5,06821fcd-6b3a-45dd-9639-8516e4227fba,T1.Q12.A2,Somewhat Likely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2853e4c6-9abb-40fd-93dc-02313e95857c,T1.Q12,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could NOT be canceled out by collecting more data)?",RADIO,NONE,,{},5,c11f0f37-5591-4a23-aaeb-088d8d7d4faf,T1.Q12.A3,Not Sure,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2853e4c6-9abb-40fd-93dc-02313e95857c,T1.Q12,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could NOT be canceled out by collecting more data)?",RADIO,NONE,,{},5,a9a96ada-c91d-4a62-a055-b680eaeb7412,T1.Q12.A4,Somewhat Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2853e4c6-9abb-40fd-93dc-02313e95857c,T1.Q12,"Given the information you have, how likely is it that the apparent pattern is a result of some systematic error (a systematic bias in the study that could NOT be canceled out by collecting more data)?",RADIO,NONE,,{},5,d3791946-3ac5-461f-b9d1-5c362e68edf6,T1.Q12.A5,Very Unlikely,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,6cb70ffc-6ca0-4709-9461-7d1c3ee4ef33,T1.Q13,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,NONE,,{},4,58903094-0a66-4af5-b010-3a9dd88521e3,T1.Q13.A1,"Yes, expicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,6cb70ffc-6ca0-4709-9461-7d1c3ee4ef33,T1.Q13,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,NONE,,{},4,0544d44e-e550-4e71-8581-0b9bfdba670f,T1.Q13.A2,"Yes, implicitly",,0,0,"{""NOHIGHLIGHT"": false, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,6cb70ffc-6ca0-4709-9461-7d1c3ee4ef33,T1.Q13,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,NONE,,{},4,3704965b-4d85-40c8-a1b7-368bff9ba896,T1.Q13.A3,I can't tell,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,6cb70ffc-6ca0-4709-9461-7d1c3ee4ef33,T1.Q13,Does the author suggest in any way that further evidence might improve our understanding of the topic?,RADIO,NONE,,{},4,5799e6fe-c784-4a4e-a7da-00d600e8e60d,T1.Q13.A4,"No, not at all",,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,11d55636-e6b7-41c3-9a26-7708958ecdeb,T1.Q14.A1,1: I was guessing randomly for everything,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,35afbe43-67e2-40a3-8acf-6df91afa9dd6,T1.Q14.A2,2,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,832d65c0-6f76-419e-ab21-39621a17ada3,T1.Q14.A3,3,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,51123725-3f52-46a7-bb81-5f8ec2c5be0d,T1.Q14.A4,4,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,e4fde2f4-5162-4855-91b9-9ee9bf573b22,T1.Q14.A5,5: 50-50,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,d91105de-a007-459c-8032-6a55668d8a9f,T1.Q14.A6,6,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,fab28898-aae3-4c34-8ed0-6af56519c3bc,T1.Q14.A7,7,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,0441fcca-1d97-4253-8007-2c9b51138192,T1.Q14.A8,8,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,e99cb28e-643c-441f-a929-c6a071cc19d3,T1.Q14.A9,9,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,2cf2a29c-4649-46fa-bb98-028de6c01678,T1.Q14,"How confident are you about your answers, on the whole?",RADIO,WHO,,{},10,24f06b8a-3efe-47df-bce7-5d6eb8a4f0a5,T1.Q14.A10,10: 100% certain about all my answers,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
Pilot_Evidence_2018_10_09,b39b35edcb2a296305e768370b52e3c21b39e2ed31a5f9bd0c24b4f96dc2e8dd,df81330c-adaa-4a0c-8f46-556849226fca,Evidence Specialist 3,8d5c36d5-78fa-4f34-aa18-dc8790d2aab8,T1.Q15,Please let us know if you have suggestions for how we might improve this task or its interface. Thank you for participating!,TEXT,NONE,,{},1,188f6f02-4845-441f-9323-c6a3037f1a56,T1.Q15.A1,placeholder answer for TEXT,,1,0,"{""NOHIGHLIGHT"": true, ""OPTIONALHIGHLIGHT"": false}",
