schema_namespace,schema_sha256,quiz_task_uuid,task_url,taskrun_count,redundancy,article_batch_name,article_number,article_filename,article_sha256,quiz_taskrun_uuid,contributor_uuid,created,finish_time,elapsed_seconds,final_queue,T1.Q1.A1,T1.Q1.A2,T1.Q2,T1.Q3,T1.Q4.A1,T1.Q4.A2,T1.Q4.A3,T1.Q4.A4,T1.Q4.A5,T1.Q4.A6,T1.Q4.A7,T1.Q4.A8,T1.Q4.A9,T1.Q5.A1,T1.Q5.A2,T1.Q5.A3,T1.Q5.A4,T1.Q5.A5,T1.Q5.A6,T1.Q5.A7,T1.Q5.A8,T1.Q5.A9,T1.Q6.A1,T1.Q6.A2,T1.Q7.A1,T1.Q7.A2,T1.Q7.A3,T1.Q7.A4,T1.Q7.A5,T1.Q7.A6,T1.Q8,T1.Q9,T1.Q10
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,23699e71-779c-4a97-81aa-e0bdc8c69432,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2787,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,b379985c-3551-4029-9be7-c40802027579,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 04:59:03.973181,2020-03-24 05:04:01.051634,297.078453,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,Provide important support to central claim of the article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,23699e71-779c-4a97-81aa-e0bdc8c69432,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2787,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,f91e0415-d954-4712-87b9-2d21d82c7b2a,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-24 04:23:06.159705,2020-03-24 04:25:53.290583,167.130878,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Provide important support to central claim of the article.,7,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,23699e71-779c-4a97-81aa-e0bdc8c69432,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2787,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,37564045-8c96-44e5-8d86-2f35902fe34f,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-24 01:22:56.636898,2020-03-24 01:26:20.735700,204.098802,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,Provide important support to central claim of the article.,5: Middling difficulty,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,bd930f84-9d64-49b5-a922-eb99ae49239f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2775,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,a56428c1-0a0e-4cc8-b643-3e428743844e,343ecb7a-aeb5-4b21-9e9c-df545dafba99,2020-03-24 00:18:24.604447,2020-03-24 00:24:11.277264,346.672817,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,There's no way to know based on the information given,No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Provide important support to central claim of the article.,2,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,bd930f84-9d64-49b5-a922-eb99ae49239f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2775,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,c31dc097-f926-4d62-8c0d-4a73df53a20b,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:23:11.123261,2020-03-23 21:30:29.643165,438.519904,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,1,Conflicts with claims/arguments of other sources in the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,bd930f84-9d64-49b5-a922-eb99ae49239f,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2775,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,a340359d-9fd6-45e9-9d04-6c4494537e09,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:09:13.579750,2020-03-23 21:18:19.256994,545.677244,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,Provide non-essential context for article.,5: Middling difficulty,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,65fc3c92-5aef-4fef-a3c4-56145a077a33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2768,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,86345aab-033a-40c8-a3f4-727f28e88ac9,0b2ee377-65f2-4ac1-98da-5bc093fee7aa,2020-03-23 20:04:33.098539,2020-03-23 20:08:06.778495,213.679956,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,There's no way to know based on the information given,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Central idea/s of article.,2,10: 100% certain about all my answers
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,65fc3c92-5aef-4fef-a3c4-56145a077a33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2768,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,7432f2b3-dda3-40a1-99ce-58881071b77e,e44f5799-6915-45fd-874e-060f6afedcb9,2020-03-23 19:15:07.485843,2020-03-23 19:17:19.087946,131.602103,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,Provide non-essential context for article.,5: Middling difficulty,5: 50-50
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,65fc3c92-5aef-4fef-a3c4-56145a077a33,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2768,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,f67a3c9d-ffc2-4475-916b-bbd24134e42c,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 21:58:56.308070,2020-03-22 22:21:37.348987,1361.040917,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,Central idea/s of article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b4ae9d51-4923-4765-a6b2-049afe8ec571,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2785,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,3d9e2e77-b721-4993-ac3f-ebee72893eaa,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:52:53.309305,2020-03-24 04:59:03.480921,7570.171616,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,Provide important support to central claim of the article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b4ae9d51-4923-4765-a6b2-049afe8ec571,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2785,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,b0f36cf1-57f3-4b59-a2e0-3ebd8f8253dc,4e256eb7-841b-4239-b6cf-b782de8e492c,2020-03-24 04:42:41.704891,2020-03-24 04:54:35.227740,713.522849,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0,0,0,0,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b4ae9d51-4923-4765-a6b2-049afe8ec571,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2785,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,0f245a09-6917-46f1-9d60-993775b859b8,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-24 04:20:27.898827,2020-03-24 04:23:05.922475,158.023648,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,Central idea/s of article.,7,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,b4ae9d51-4923-4765-a6b2-049afe8ec571,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2785,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,3226fce2-246f-4eb5-8936-497d7cbfc77c,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:55:21.101382,2020-03-24 01:22:56.433174,12455.331792,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,Provide non-essential context for article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,08e6aae7-56c5-4c0f-8517-d2a7f2bc5895,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2776,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,fd487eb7-857e-4f14-b42f-ea45e67f7d1c,343ecb7a-aeb5-4b21-9e9c-df545dafba99,2020-03-24 00:18:24.761705,2020-03-24 00:26:10.876937,466.115232,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Irrelevant to central claim,2,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,08e6aae7-56c5-4c0f-8517-d2a7f2bc5895,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2776,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,b85e4765-cfaf-4cc1-9a0e-04aa6678d757,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:25:32.545151,2020-03-23 21:31:44.389386,371.844235,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,2,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,08e6aae7-56c5-4c0f-8517-d2a7f2bc5895,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2776,3,3,CovidArticles/USMilitaryMayHaveBrought.txt,100055,USMilitaryMayHaveBrought.txt,3be14d67e2d88964904dcbe7df176bb81dacfc76a6f2e4ec66b45681c86c9301,bf89cc0c-6da4-4c0c-b36f-41e9451ac725,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:15:47.698490,2020-03-23 21:19:36.687601,228.989111,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,6,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,3032089b-c0e4-4f39-ac05-98e135113625,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2779,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,8ad7afa2-be78-4da7-b929-b7e742805f19,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:30:22.977355,2020-03-24 02:34:26.066270,243.088915,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Provide important support to central claim of the article.,4,5: 50-50
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,3032089b-c0e4-4f39-ac05-98e135113625,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2779,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,30a9a27e-9682-4090-b61f-eddb900613eb,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:29:15.259207,2020-03-23 21:41:06.198086,710.938879,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"Conflicts somewhat with claims/arguments of the author, but refuted.",4,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,3032089b-c0e4-4f39-ac05-98e135113625,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2779,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,0158e65d-c960-4565-96ab-574a5fcb750f,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:33:49.771699,2020-03-23 21:36:41.955992,172.184293,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9d4ac736-52b7-40df-b2a9-6164fa081960,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2762,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,4ee3886b-6e92-44a5-861f-7ffe2f3ad1df,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-23 19:27:26.225009,2020-03-23 19:29:46.084320,139.859311,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,Provide important support to central claim of the article.,8,4
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9d4ac736-52b7-40df-b2a9-6164fa081960,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2762,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,fee75365-83d0-4c47-a520-73e0954af82c,e44f5799-6915-45fd-874e-060f6afedcb9,2020-03-23 19:02:03.137320,2020-03-23 19:05:53.427732,230.290412,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,0,Central idea/s of article.,7,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,9d4ac736-52b7-40df-b2a9-6164fa081960,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2762,3,3,CovidArticles/2005CIAReportOnCoronavirus.txt,2005,2005CIAReportOnCoronavirus.txt,47990959103662e94e796d979018922afddc880fb4b867c7ca2ac8aa2146e7c4,aebae1f3-707a-4145-9fc3-7c5cf79bf0b8,00f548b7-6b63-4b47-828e-8e416b6ca0e2,2020-03-22 21:00:18.762675,2020-03-22 21:35:24.185786,2105.423111,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,Central idea/s of article.,7,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,c00936dc-7aae-4082-9e2e-3c86c7e17956,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2786,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,e1c8916c-0c21-4caf-9b6a-49f4f8c10c45,4e256eb7-841b-4239-b6cf-b782de8e492c,2020-03-24 04:42:41.860841,2020-03-24 05:08:33.971522,1552.110681,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,Provide important support to central claim of the article.,3,8
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,c00936dc-7aae-4082-9e2e-3c86c7e17956,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2786,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,d05b29d4-38a3-4d62-9643-7f867d83d945,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:55:52.109094,2020-03-24 05:01:27.019189,7534.910095,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Provide important support to central claim of the article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,c00936dc-7aae-4082-9e2e-3c86c7e17956,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2786,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,d218024d-9654-4058-ad7b-ddb37c467c31,fed45769-aa61-4b8b-847e-a9c799acce15,2020-03-24 04:21:57.250184,2020-03-24 04:25:02.691670,185.441486,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,Yes,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Central idea/s of article.,7,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,c00936dc-7aae-4082-9e2e-3c86c7e17956,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2786,4,3,CovidArticles/SARS-CoV-2CanLiveOnPlastic.txt,100058,SARS-CoV-2CanLiveOnPlastic.txt,be0b18a87d4370fa579180ef26dcb7080598f27f9ec76181f2cfd851f320da06,ae624c57-9bef-4b48-8115-8cb452ef1d22,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-24 01:14:51.070633,2020-03-24 01:24:38.844786,587.774153,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Yes, definitely",No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,Provide non-essential context for article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e9de370c-d418-4200-b151-77404581a518,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2780,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,4be166b8-8a61-4c8b-a697-ee1e0b24ff2b,bba6ae56-fae7-4c7f-993a-866ea4c3efc2,2020-03-24 02:30:23.143503,2020-03-24 02:36:41.619514,378.476011,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Provide important support to central claim of the article.,4,6
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e9de370c-d418-4200-b151-77404581a518,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2780,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,a359343a-8867-4cb6-878d-7f9100ab267f,bd786026-bad5-4fa8-9a3a-38ca03a16412,2020-03-23 21:32:11.582668,2020-03-23 21:46:29.954475,858.371807,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",1,0,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,Provide non-essential context for article.,2,7
Covid_Sources_2002_03_20v2.1,a6b4870c9329437fdad00a93adde41702f8693f96167ef4198b7d68912b699c4,e9de370c-d418-4200-b151-77404581a518,https://pe.goodlylabs.org/project/Covid_SourceRelevancev1/task/2780,3,3,CovidArticles/CoronavirusCanHerdImmunityReally.txt,100056,CoronavirusCanHerdImmunityReally.txt,09a894f06d1157dd7a22a198c6ef78c2b9f4116266d2b0a177d7bb129a51f6e8,58a7bea7-6193-4328-b8ca-6a2b01b3f46d,e1ae8875-a398-4dde-8f4e-4b21109784e3,2020-03-23 21:34:52.212027,2020-03-23 21:38:24.322846,212.110819,"T1.Q1, T1.Q2, T1.Q3, T1.Q5, T1.Q6, T1.Q7, T1.Q8, T1.Q9, T1.Q10",0,1,"Somewhat, yes",No,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,"Conflicts somewhat with claims/arguments of the author, but refuted.",3,7
