task_pybossa_id,taskrun_pybossa_id,task_url,taskrun_article_batch_name,taskrun_article_number,taskrun_article_filename,contributor_id,created,finish_time,elapsed_seconds,anno_id,topic_namespace,topic_number,topic_name,question_number,question_text,answer_number,answer_text,case_number,start_pos,end_pos,target_text,source_text_length
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1527,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),1,Correlation,0,2228,2420,"When snowfall continued for at least 24 hours, men were 8 percent more likely to be hospitalized for a heart attack and 12 percent more likely to die than when it didn’t snow, the study found.",3895
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1528,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),4,A plausible mechanism is proposed,0,1303,1502,"“It may be that men shovel more than women, particularly after heavy snowfalls,” Auger added by email. “It is also possible that men put more effort into shoveling, and have a tendency to overdo it.”",3895
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1529,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),5,An experimental study was conducted (natural experiments OK),0,1504,1699,"To explore the connections between winter weather and heart attacks, researchers examined data on 128,073 hospital admissions and 68,155 deaths from heart attacks in Quebec between 1981 and 2014.",3895
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1530,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,2009,2036,researchers report in CMAJ.,3895
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1531,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,8,How representative is the sample of the population about which the claim is made?,4,Slightly representative,0,0,0,,0
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1532,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,9,"Was there an adequate control condition? If so, highlight section describing it.",3,"There was a control condition, but it was not appropriate at all",0,1504,1699,"To explore the connections between winter weather and heart attacks, researchers examined data on 128,073 hospital admissions and 68,155 deaths from heart attacks in Quebec between 1981 and 2014.",3895
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1533,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,10,"Was randomized assignment used? If so, highlight section describing it.",2,No,0,0,0,,0
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1534,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,11,What is the best alternative explanation you can think of that could lead to the same set of evidence?,1,"They assessed hospital records, so perhaps individuals were pre-disposed to heart failures and/or health problems.",0,0,0,,0
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1535,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,12,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",2,Somewhat more likely,0,0,0,,0
780,1912,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,58,2018-03-18 05:41:18.562836,2018-03-18 05:58:32.364718,1033.801882,1536,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",4,Not very credible,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1537,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",3,Somewhat credible,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1538,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,331,421,microgravity can affect the human brain in ways that science is still struggling to grasp.,2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1538,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,1608,1708,"the lack of gravity actually changed the physical shape of the astronauts’ brains, but there’s more.",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1538,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,1920,2004,the brain working harder to learn new ways of moving related to the lack of gravity.,2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1539,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),1,Correlation,0,644,1035,"A total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time. After comparing the scans, the scientists discovered that every single one of them saw noticeable changes in the amount and gray matter on various sections of their brains.",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1540,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),6,"The bigger the cause, the bigger the effect (dose response curve)",0,2005,2177,The scans also showed that the changes were more dramatic in the astronauts who spent months aboard the ISS as opposed to those who only had brief trips aboard the shuttle.,2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1541,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),5,An experimental study was conducted (natural experiments OK),0,1037,1249,"[Image of average change across 18 subjects, from four angles of the brain with changes marked in orange.  Image of average change across 27 subjects, from four angles of the brain with changes marked in orange.]",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1542,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,422,642,"A research team led by Rachael Seidler, a professor at the University of Michigan, took MRI scans of over twenty astronauts before and after spaceflights of various lengths, and some of the changes observed are shocking.",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1543,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),4,A plausible mechanism is proposed,0,1251,1382,"“We found large regions of gray matter volume decreases, which could be related to redistribution of cerebrospinal fluid in space,”",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1543,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),4,A plausible mechanism is proposed,0,1432,1596,"“Gravity is not available to pull fluids down in the body, resulting in so-called puffy face in space. This may result in a shift of brain position or compression.”",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1543,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),4,A plausible mechanism is proposed,0,1879,2004,The team believes that may be related to the brain working harder to learn new ways of moving related to the lack of gravity.,2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1544,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),2,Cause precedes effect,0,113,231,It’s long been known that spending an extended period of time in space can have detrimental effects to the human body.,2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1545,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,8,How representative is the sample of the population about which the claim is made?,4,Slightly representative,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1546,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,9,"Was there an adequate control condition? If so, highlight section describing it.",3,"There was a control condition, but it was not appropriate at all",0,644,862,"A total of 26 astronauts were scanned before and after their stays in space; 12 who were shuttle crew members spending two weeks in space, and 14 who resided on the International Space Station for six months at a time.",2342
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1547,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,10,"Was randomized assignment used? If so, highlight section describing it.",2,No,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1548,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,11,What is the best alternative explanation you can think of that could lead to the same set of evidence?,1,There may be other explanations such as predisposed conditions (these are astronauts so they are not representative of the overall population).,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1549,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,12,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",4,Somewhat less likely,0,0,0,,0
781,1913,http://pe.goodlylabs.org/project/SSSPECaus2/task/781,SSSPETest2,1737,1737SSSArticle.txt,58,2018-03-18 05:55:17.303736,2018-03-18 06:06:45.711416,688.40768,1550,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",3,Somewhat credible,0,0,0,,0
782,1914,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,58,2018-03-18 05:58:32.760867,2018-03-18 06:09:36.427496,663.666629,1551,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
782,1914,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,58,2018-03-18 05:58:32.760867,2018-03-18 06:09:36.427496,663.666629,1552,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,2,No,0,0,0,,0
782,1914,http://pe.goodlylabs.org/project/SSSPECaus2/task/782,SSSPETest3,176,176SSSArticle6.txt,58,2018-03-18 05:58:32.760867,2018-03-18 06:09:36.427496,663.666629,1553,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1554,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",4,Not very credible,0,0,0,,0
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1555,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,109,341,"Based on geological definitions of a continent, the Earth actually has a lost eighth continent, known as Zealandia. Most of this continent is submerged beneath the sea, while a tiny sliver, including New Zealand, is above the water.",5241
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1556,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,769,920,"""I hope Zealandia will now start to appear on world maps which show the other continents,"" said Nick Mortimer, a geologist with GNS Science in Dunedin,",5241
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1557,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),8,Other evidence,0,1373,1438,The first line of evidence comes simply from looking at the ocean,5241
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1557,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),8,Other evidence,0,1255,1813,"The new study synthesizes decades of evidence for a hidden continent lying beneath the ocean surrounding New Zealand. The first line of evidence comes simply from looking at the ocean floor around New Zealand: The continental shelves of Zealandia lie at a depth of about 3,280 feet (1,000 meters) below sea level, while the nearby oceanic crust is about 9,800 feet (3,000 m) below that, Mortimer said. Just like other continents, Zealandia has a huge range in altitude, from the sub-ocean depths to Aoraki/Mount Cook at 12,217 feet (3,724 m) above sea level.",5241
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1557,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),8,Other evidence,0,1961,2439,"Over the past 20 years, geologists have set sail on ships to dredge rocks from the seafloor. Unlike the nearby oceanic crust, which is made up of basaltic rocks from the fairly recent geologic past, the crust surrounding New Zealand is composed of a variety of different rock types, including granite, limestone and sandstone, some of which are incredibly ancient. That is typical of continental crust, the researchers reported in the March/April issue of the journal GSA Today.",5241
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1558,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,7,What other evidence is given?,1,Geological research,0,0,0,,0
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1559,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,11,What is the best alternative explanation you can think of that could lead to the same set of evidence?,1,There is no continent because it doesn't qualify as one,0,0,0,,0
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1560,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,12,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",3,Equally likely,0,0,0,,0
783,1915,http://pe.goodlylabs.org/project/SSSPECaus2/task/783,SSSPETest1,1710,1710SSSArticle10.txt,58,2018-03-18 06:06:45.857623,2018-03-18 06:15:32.053178,526.195555,1561,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",4,Not very credible,0,0,0,,0
784,1918,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,58,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,1562,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
784,1918,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,58,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,1563,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,797,951,"he read about a newly published technique1
 calledCRISPR that would allow researchers to quickly change the DNA of nearly
any organism — including humans.",23399
784,1918,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,58,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,1564,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,1546,1690,"“I’ve seen two huge developments since I’ve been in science: CRISPR and
PCR,” says John Schimenti, a geneticist at Cornell University in Ithaca,",23399
784,1918,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,58,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,1564,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,2789,3095,"“This power
is so easily accessible by labs — you don’t need a very expensive piece of
equipment and people don’t need to get many years of training to do this,”
says Stanley Qi, a systems biologist at Stanford University in California.
“We should think carefully about how we are going to use that power.”",23399
784,1918,http://pe.goodlylabs.org/project/SSSPECaus2/task/784,SSSPETest1,171,171SSSArticle.txt,58,2018-03-18 06:09:36.641823,2018-03-18 06:19:52.113618,615.471795,1565,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",2,Fairly credible,0,0,0,,0
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1566,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",3,Somewhat credible,0,0,0,,0
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1567,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,214,420,"Centers for Disease Control and Prevention genetic testing may help prove that untreated Flint River water contributed to an outbreak of Legionnaires' disease in and around the city, the MLive site reports.",2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1568,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),2,Cause precedes effect,0,422,560,"More than 100 individuals, of whom 12 have died, have contracted the bacterial disease in the Flint area since the outbreak began in 2014.",2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1569,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),3,The correlation appears across multiple independent contexts,0,1712,1949,"An independent study published in July found elevated levels of Legionella (the bacteria that causes Legionnaires' disease) in Flint tap water, though that study did not attempt to link specific patients' cases to specific water samples.",2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1570,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,1712,1750,An independent study published in July,2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1570,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),7,Experts are cited,0,1951,2100,"A state official told MLive that McLaren's role in the Legionnaires' outbreak is still a ""medical detective case"" that will require more ""sleuthing.""",2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1571,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,6,What evidence is given for the primary causal claim? *Check all that apply.* Highlight sections of the article that illustrate each selection. (Hill's Criteria),8,Other evidence,0,991,1191,The relevant CDC test found that a sample of water taken from the McLaren Flint hospital matched a sample taken from a Legionnaires' patient who is not known to have received services at the hospital.,2271
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1572,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,7,What other evidence is given?,1,Flint River contains Legionella.,0,0,0,,0
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1573,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,11,What is the best alternative explanation you can think of that could lead to the same set of evidence?,1,"The water wasn't untreated but contamination from Legionella could have come from a source outside of the river, affecting the river and the water system simultaneously.",0,0,0,,0
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1574,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,12,"How likely is your alternative explanation for the same evidence, as compared to the author’s explanation?",5,Much less likely,0,0,0,,0
779,1937,http://pe.goodlylabs.org/project/SSSPECaus2/task/779,SSSPETest1,175,175SSSArticle.txt,61,2018-03-18 20:27:19.987411,2018-03-18 20:35:00.087197,460.099786,1575,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,13,"Last question: How credible do you find this article, as a whole?",3,Somewhat credible,0,0,0,,0
780,1938,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,61,2018-03-18 20:27:20.128808,2018-03-18 20:39:25.420472,725.291664,1576,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,1,"Please skim the article to the left; you will be answering questions about it.  How credible do you find this article, as a whole?",3,Somewhat credible,0,0,0,,0
780,1938,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,61,2018-03-18 20:27:20.128808,2018-03-18 20:39:25.420472,725.291664,1577,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,685,836,the current study offers fresh insight into this connection by examining several decades of health data for individual patients hospitalized in Quebec.,3895
780,1938,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,61,2018-03-18 20:27:20.128808,2018-03-18 20:39:25.420472,725.291664,1577,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,685,836,the current study offers fresh insight into this connection by examining several decades of health data for individual patients hospitalized in Quebec.,3895
780,1938,http://pe.goodlylabs.org/project/SSSPECaus2/task/780,SSSPETest3,1725,1725SSSArticle.txt,61,2018-03-18 20:27:20.128808,2018-03-18 20:39:25.420472,725.291664,1577,SSScience and Causality Questions V2,1,Science and Causality Questions for SSS Students V2,5,Does the article make some kind of causal claim?,1,Yes,0,685,836,the current study offers fresh insight into this connection by examining several decades of health data for individual patients hospitalized in Quebec.,3895
