task_uuid,article_filename,article_sha256,namespace,start_pos,end_pos,topic_name,case_number,target_text
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,1471,2015,Quoted Sources,1,"Prior reports have documented that high school students who slept less than eight hours were at increased risk of adverse self-behaviors,"" said\xa0Matthew Weaver, instructor in medicine at\xa0Harvard Medical School\xa0and associate epidemiologist in the\xa0Division of Sleep and Circadian Disorders at Brigham and Women's Hospital, who led the study. ""Our study adds to this literature by using a larger updated data set over a longer study interval and by incorporating more granular sleep information and looking at a wider array of risk taking behaviors"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2019,2100,Quoted Sources,2,The sample size and categorization of sleep duration were beneficial to the study
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2115,2311,Quoted Sources,2,"Reut Gruber, director of the\xa0Attention, Behavior and Sleep Laboratory\xa0at the Douglas Mental Health University Institute and associate professor in the\xa0Department of Psychiatry\xa0at McGill University"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2353,2758,Quoted Sources,2,"I think it reinforces what we believe is the case,"" Gruber said, ""I'm not sure each one of the findings is completely a surprise or new, but it does certainly validate what we think. Sometimes, the challenge with other studies, they might be much smaller, or the sample might not be selected properly, might be biased, so I think the methodology in terms of the sampling and sample size is a real strength"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2762,2768,Quoted Sources,3,Weaver
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2785,2981,Quoted Sources,3,note the limitations of the study include the fact that the data are self-reported by participants and that the research does not show a causal relationship between sleep and higher risk behaviors
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,2983,3174,Quoted Sources,2,"Gruber advises parents to stay on top of their child's sleep schedule, as teenagers are not always able to manage their own sleep and may not know when is the best time to turn out the lights"
9854ab03-99ab-4772-b806-cb37fd6033e2,healtharticle1.txt,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,QuotedSources_2018_07_11,3178,3511,Quoted Sources,2,"I think my message to parents is that it is a priority. It will make a huge difference in their children's lives and performance and mood and behavior,"" Gruber said. ""My experience, my impression, is that it's something that we still need to prioritize as parents just like what we do with other things we know are unhealthy for kids"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,Arguments_2018_08_21,834,1065,Arguments,1,"Abbott likened this year's U.S. Senate race in Texas to his own campaign four years ago against Democrat\xa0Wendy\xa0Davis, who\xa0he noted also gained national attention before\xa0losing by roughly 20 percentage points in the general election"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,Arguments_2018_08_21,1068,1321,Arguments,2,"O'Rourke has gained significant traction as he attempts to defeat Cruz in a traditionally Republican state. The Democrat has garnered national attention for his speeches and for his fundraising hauls, while the national GOP\xa0has mobilized\xa0to support Cruz"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,Assertions_2018_08_21,582,656,Assertions,1,"Texas voters won't approve of ""George Soros policies"" such as higher taxes"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,Assertions_2018_08_21,659,734,Assertions,1,Texans are hostile to any candidate who\u2019s talking about raising their taxes
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,112,137,Quoted Sources,1,Texas Gov. Greg Abbott (R
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,192,201,Quoted Sources,1,cult-like
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,291,492,Quoted Sources,1,"He\u2019s been a cult-like, very popular figure the way that he\u2019s run the campaign, but you don\u2019t vote on cult, you don\u2019t vote on personality when you get to the U.S. Senate. You vote on the issues,"" Abbott"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,582,656,Quoted Sources,1,"Texas voters won't approve of ""George Soros policies"" such as higher taxes"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,659,830,Quoted Sources,1,"Texans are hostile to any candidate who\u2019s talking about raising their taxes,"" he said. ""Texans are hostile to anybody talking about big\xa0government programs run their lives"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,952,1065,Quoted Sources,1,who\xa0he noted also gained national attention before\xa0losing by roughly 20 percentage points in the general election
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,1324,1428,Quoted Sources,2,"The\xa0Cook Political Report, a nonpartisan election forecaster, rates the Texas Senate race as as ""toss-up"
58bda4b2-a4db-42e2-9fd4-2b6b8e8bbbd2,politicalarticle3.txt,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,QuotedSources_2018_07_11,1432,1536,Quoted Sources,3,A RealClearPolitics\xa0average of polls\xa0in the race shows Cruz with a 4.5 percentage point lead in the race
