,Unnamed: 0,Schema,Question_Number,Question_Number_V2,Question_Type,Answer_Number,Point_Recommendation,Label,Unnamed: 0.1,article_num,article_sha256,quiz_task_uuid,tua_uuid,schema_namespace,schema_sha256,answer_uuid,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,num_users,num_answer_choices,target_text,question_text,answer_content,prereq_passed,agreement_adjusted_points,schema
2,2,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,18.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,7b3e1610-dd67-41ea-88f8-1f45dd5bcf9d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,7dff2434-b492-4089-8f8f-5da4704ce257,ordinal,3.0,0.9720062526184904,0.9720062526184904,[],,,0.9720062526184904,23.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.9720062526184904,Probability
3,3,Probability,2.0,,ordinal,3.0,-1.0,Inappropriate confidence,52.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e6ae200d-cb39-4d62-bb9f-4c6da9ca7100,d2ef5083-9f24-47f4-bbfa-2458f3d37235,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,7dff2434-b492-4089-8f8f-5da4704ce257,ordinal,3.0,0.6400923279425311,0.6400923279425311,[],,,0.6400923279425311,17.0,5.0,,To what extent does the confidence seem justified?,Somewhat justified,True,-0.6400923279425311,Probability
4,4,Probability,2.0,,ordinal,4.0,-2.0,Inappropriate confidence,1.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,0b5a0a55-3e78-4772-8be7-54ed31244e9c,cfb60950-5085-4b76-a4bb-d2fab68abb20,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4.0,0.7143647185105773,0.7143647185105773,[],,,0.7143647185105773,16.0,5.0,,To what extent does the confidence seem justified?,Slightly justified,True,-1.4287294370211543,Probability
5,5,Probability,2.0,,ordinal,4.0,-2.0,Inappropriate confidence,44.0,100003.0,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,c6b767c3-749d-40d9-90e6-a9ae05bdb597,5ba89d75-9ad9-47dc-8ef9-7cfc2397423d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4.0,0.6218608451894297,0.6218608451894297,[],,,0.6218608451894297,15.0,5.0,,To what extent does the confidence seem justified?,Slightly justified,True,-1.2437216903788595,Probability
6,6,Probability,2.0,,ordinal,4.0,-2.0,Inappropriate confidence,36.0,100004.0,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,aca5ffa3-12e4-4ed0-ab88-9f11688ec455,52fd8e4d-1b26-4829-a477-25e8b9b882aa,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,28352846-ef44-4608-87c4-e3aeb7c14b9c,ordinal,4.0,0.6377837354846121,0.6377837354846121,[],,,0.6377837354846121,15.0,5.0,,To what extent does the confidence seem justified?,Slightly justified,True,-1.2755674709692242,Probability
7,7,Probability,2.0,,ordinal,5.0,-3.0,Inappropriate confidence,9.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,1c09e65a-39e9-434d-9e3b-3ec23849e26f,a0747ab4-f5ad-4ef2-a67b-e2d90fea8f6f,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,78f491a7-8ccb-4582-8972-f0c9a3c8ee8b,ordinal,5.0,0.6054746414092582,0.6054746414092582,[],,,0.6054746414092582,16.0,5.0,,To what extent does the confidence seem justified?,Not at all justified,True,-1.8164239242277749,Probability
8,8,Probability,5.0,,ordinal,1.0,1.0,Acknowledges uncertainty,19.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,7b3e1610-dd67-41ea-88f8-1f45dd5bcf9d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1.0,0.65168818826945,0.65168818826945,"[4875, 4876, 4877, 4878, 4879, 4880, 4881, 4882, 4883, 4884, 4885, 4886, 4887, 4888, 4889, 4890, 4891, 4892, 4893, 4894, 4895, 4896, 4897, 4898, 4899, 4900, 4901, 4902, 4903, 4904, 4905, 4906, 4907, 4908, 4909, 4910, 4911, 4912, 4913, 4914, 4915, 4916, 4917, 4918, 4919, 4920, 4921, 4922, 4923, 4924, 4925, 4926, 4927, 4928, 4929, 4930, 4931, 4932, 4933, 4934, 4935, 4936, 4937, 4938, 4939, 4940, 4941, 4942, 4943, 4944, 4945, 4946, 4947, 4948, 4949, 4950, 4951, 4952, 4953, 4954, 4955, 4956, 4957, 4958, 4959, 4960, 4961, 4962, 4963, 4964, 4965, 4966, 4967, 4968, 4969, 4970, 4971, 4972, 4973, 4974, 4975, 4976, 4977, 4978, 4979, 4980, 4981, 4982, 4983, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999]",0.9101233659299576,0.5524950679568964,0.7809057770997038,23.0,3.0,So the researchers can't say how the trend they found might be different for younger patients or those who see non-ER doctors,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.7809057770997038,Probability
9,9,Probability,5.0,,ordinal,1.0,1.0,Acknowledges uncertainty,53.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,e6ae200d-cb39-4d62-bb9f-4c6da9ca7100,d2ef5083-9f24-47f4-bbfa-2458f3d37235,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,da4a91ae-8875-4d8e-bcbe-64625efa27cd,ordinal,1.0,0.6266952785618229,0.6266952785618229,"[4882, 4883, 4884, 4885, 4886, 4887, 4888, 4889, 4890, 4891, 4892, 4893, 4894, 4895, 4896, 4897, 4898, 4899, 4900, 4901, 4902, 4903, 4904, 4905, 4906, 4907, 4908, 4909, 4910, 4911, 4912, 4913, 4914, 4915, 4916, 4917, 4918, 4919, 4920, 4921, 4922, 4923, 4924, 4925, 4926, 4927, 4928, 4929, 4930, 4931, 4932, 4933, 4934, 4935, 4936, 4937, 4938, 4939, 4940, 4941, 4942, 4943, 4944, 4945, 4946]",0.5897611643928817,0.48864232467190705,0.6082282214773524,17.0,3.0,researchers can't say how the trend they found might be different,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, explicitly",True,0.6082282214773524,Probability
10,10,Probability,5.0,,ordinal,2.0,0.5,Acknowledges uncertainty,2.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,0b5a0a55-3e78-4772-8be7-54ed31244e9c,cfb60950-5085-4b76-a4bb-d2fab68abb20,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2.0,0.6343984370492775,0.6343984370492775,L,L,L,0.3171992185246387,16.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.15859960926231936,Probability
11,11,Probability,5.0,,ordinal,2.0,0.5,Acknowledges uncertainty,37.0,100004.0,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,aca5ffa3-12e4-4ed0-ab88-9f11688ec455,52fd8e4d-1b26-4829-a477-25e8b9b882aa,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,63440ba4-1f4b-4bf8-9d12-dd59c8429bfd,ordinal,2.0,0.6700482714110456,0.6700482714110456,"[1549, 1550, 1551, 1552, 1553, 1554, 1555, 1556]",0.5081454371350784,0.19110133247186856,0.589096854273062,15.0,3.0,expected,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.","Yes, implicitly",True,0.294548427136531,Probability
12,12,Probability,5.0,,ordinal,3.0,-2.0,Doesn’t acknowledge uncertainty,27.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,39987361-0f52-4e65-bf03-10feb53b80ae,3cfd5a57-87d7-4164-a240-80d55a697517,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3.0,0.6172890660472972,0.6172890660472972,L,L,L,0.3086445330236486,19.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-0.6172890660472972,Probability
13,13,Probability,5.0,,ordinal,3.0,-2.0,Doesn’t acknowledge uncertainty,61.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,e7db7917-2cda-449f-a03a-e44713c1dce0,fa46730c-4bf4-4f2a-8deb-b362edf01391,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3.0,0.5553090872477625,0.5553090872477625,L,L,L,0.2776545436238813,17.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-0.5553090872477626,Probability
14,14,Probability,5.0,,ordinal,3.0,-2.0,Doesn’t acknowledge uncertainty,10.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,1c09e65a-39e9-434d-9e3b-3ec23849e26f,a0747ab4-f5ad-4ef2-a67b-e2d90fea8f6f,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3.0,1.0,1.0,[],,,1.0,16.0,3.0,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-2.0,Probability
15,15,Probability,5.0,,ordinal,3.0,-2.0,Doesn’t acknowledge uncertainty,45.0,100003.0,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,c6b767c3-749d-40d9-90e6-a9ae05bdb597,5ba89d75-9ad9-47dc-8ef9-7cfc2397423d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,dbc19847-ba6e-4fc1-b378-7eb03aa82132,ordinal,3.0,0.9740917395500914,0.9740917395500914,"[3936, 3937, 3938, 3988, 3989, 3990, 3991, 3992, 3993, 3994, 3995]",0.5040535886788882,0.5040535886788882,0.7390726641144898,15.0,3.0,may//probably,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No,True,-1.4781453282289796,Probability
16,16,Probability,7.0,,ordinal,2.0,-2.0,Numeric context,29.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,39987361-0f52-4e65-bf03-10feb53b80ae,3cfd5a57-87d7-4164-a240-80d55a697517,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,cf1fade6-0400-45a0-9e5a-4928f0f967e0,ordinal,2.0,0.7715436187951221,0.7715436187951221,"[2954, 2955, 2956, 2957, 2958, 2959, 2960, 2961, 2962, 2963]",0.36201208814693053,0.21078158539160918,0.5667778534710264,18.0,5.0,30 percent,"Since a number is given, is a comparison number for a similar case given for context?","Number given, no comparison number given",True,-1.1335557069420528,Probability
17,17,Probability,10.0,,ordinal,3.0,0.0,False precision,30.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,39987361-0f52-4e65-bf03-10feb53b80ae,3cfd5a57-87d7-4164-a240-80d55a697517,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,f0c1d444-4002-43a8-8467-e835a703a4e8,ordinal,3.0,0.5664793221291023,0.5664793221291023,L,L,L,0.2832396610645512,18.0,3.0,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,True,0.0,Probability
18,18,Probability,10.0,,ordinal,3.0,0.0,False precision,64.0,100000.0,ba27710859a59ea47ecc9f7223addd3ed9332a340cb6a21f820c86208c1445bf,e7db7917-2cda-449f-a03a-e44713c1dce0,fa46730c-4bf4-4f2a-8deb-b362edf01391,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,f0c1d444-4002-43a8-8467-e835a703a4e8,ordinal,3.0,0.5758396429302051,0.5758396429302051,L,L,L,0.2879198214651025,14.0,3.0,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No,True,0.0,Probability
19,19,Probability,12.0,,categorical,4.0,1.0,Open to evidence,22.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,33aeb7c3-b1f5-42a0-a94f-9a78d26ca939,7b3e1610-dd67-41ea-88f8-1f45dd5bcf9d,Probability Specialist V4,65f41c5a11228e225f5a1f7fecdda76385de5b42626d8b7e4f6223081093b7f6,d8ef2e84-dbbd-4a8f-9f94-4599b9e6e716,ordinal,4.0,0.7814736714056014,0.7814736714056014,"[4875, 4876, 4877, 4878, 4879, 4880, 4881, 4882, 4883, 4884, 4885, 4886, 4887, 4888, 4889, 4890, 4891, 4892, 4893, 4894, 4895, 4896, 4897, 4898, 4899, 4900, 4901, 4902, 4903, 4904, 4905, 4906, 4907, 4908, 4909, 4910, 4911, 4912, 4913, 4914, 4915, 4916, 4917, 4918, 4919, 4920, 4921, 4922, 4923, 4924, 4925, 4926, 4927, 4928, 4929, 4930, 4931, 4932, 4933, 4934, 4935, 4936, 4937, 4938, 4939, 4940, 4941, 4942, 4943, 4944, 4945, 4946, 4947, 4948, 4949, 4950, 4951, 4952, 4953, 4954, 4955, 4956, 4957, 4958, 4959, 4960, 4961, 4962, 4963, 4964, 4965, 4966, 4967, 4968, 4969, 4970, 4971, 4972, 4973, 4974, 4975, 4976, 4977, 4978, 4979, 4980, 4981, 4982, 4983, 4984, 4985, 4986, 4987, 4988, 4989, 4990, 4991, 4992, 4993, 4994, 4995, 4996, 4997, 4998, 4999]",1.0,0.7017314305184366,0.8907368357028007,13.0,5.0,So the researchers can't say how the trend they found might be different for younger patients or those who see non-ER doctors,Does the text acknowledge the possibility of additional evidence that would... (check all that apply):,Illuminate further aspects of the claim,True,0.8907368357028007,Probability
0,0,Language,2.0,,ordinal,2.0,-3.0,Metaphor unhelpful,167.0,100004.0,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,8834447e-41ad-41cc-9785-bd1d8311fab7,465537a5-aab7-4dd5-8ee3-b81dbb723ad0,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,d2cd9a46-efc7-4bf8-874c-992e3819a6de,ordinal,2.0,0.7648089362279381,0.7648089362279381,[],,,0.7648089362279381,7.0,5.0,,"The use of metaphorical language (e.g., metaphors of war, disease, infection, invasion, alien, decay, etc) is....",CONSIDERABLY excessive/inappropriate,True,-2.294426808683814,Language
1,1,Language,3.0,,ordinal,2.0,-3.75,Exaggeration,215.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,8a155187-7903-4284-97a2-c40404008deb,07b49d8a-c03c-4a20-9221-8116e77694cf,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,2af77450-063e-4c16-8831-8d120771d9bf,ordinal,2.0,0.7213895970999107,0.7213895970999107,[],,,0.7213895970999107,21.0,5.0,,How much does the exaggeration misrepresent reality?,Considerable misrepresentation,True,-2.7052109891246654,Language
2,2,Language,3.0,,ordinal,2.0,-3.75,Exaggeration,191.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,887ec9e8-c7e0-4eed-8cbf-ad7fc96a60d5,a566bbf2-d2e9-487c-8b28-581bff5576a8,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,2af77450-063e-4c16-8831-8d120771d9bf,ordinal,2.0,0.606024165823054,0.606024165823054,[],,,0.606024165823054,13.0,5.0,,How much does the exaggeration misrepresent reality?,Considerable misrepresentation,True,-2.2725906218364518,Language
3,3,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,304.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a25ed7d6-4f1b-40a4-9f72-54e13e5658eb,9e7f8607-da75-45e1-b618-440fe3babe2d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,f2e288b6-2bef-4de4-bc9f-2944d2bd73cf,ordinal,3.0,0.7253416481278449,0.7253416481278449,[],,,0.7253416481278449,33.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-1.813354120319612,Language
4,4,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,78.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,430c7d69-746d-494a-ae25-abbf1c003b3b,88597571-f02b-41ec-9bc0-0454a244c226,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,f2e288b6-2bef-4de4-bc9f-2944d2bd73cf,ordinal,3.0,0.7572227820453934,0.7572227820453934,[],,,0.7572227820453934,18.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-1.8930569551134837,Language
5,5,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,101.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,6c7879c3-c0da-4b76-bd7b-8b766e6b353d,a361c9f7-0541-4471-8ab2-ecfa1c08be78,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,f2e288b6-2bef-4de4-bc9f-2944d2bd73cf,ordinal,3.0,0.8571795400582324,0.8571795400582324,[],,,0.8571795400582324,14.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-2.142948850145581,Language
6,6,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,14.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,156e8426-0563-41af-95b1-5e32f270aa1d,9746daf9-f0d4-4640-b660-dbbfc3c37b05,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,f2e288b6-2bef-4de4-bc9f-2944d2bd73cf,ordinal,3.0,0.7528465385427706,0.7528465385427706,[],,,0.7528465385427706,23.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-1.8821163463569264,Language
7,7,Language,3.0,,ordinal,3.0,-2.5,Exaggeration,390.0,100003.0,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,da7af1d8-5f23-4c4e-9f2a-f0bb35798aaf,07744457-9f78-4d5b-a41b-3822a44a1c20,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,f2e288b6-2bef-4de4-bc9f-2944d2bd73cf,ordinal,3.0,0.8319532866619567,0.8319532866619567,[],,,0.8319532866619567,15.0,5.0,,How much does the exaggeration misrepresent reality?,Some misrepresentation,True,-2.0798832166548915,Language
8,8,Language,5.0,,ordinal,3.0,-3.0,Inappropriately emotional,391.0,100003.0,a6fcbf8586604384bb115f91548ac28ed364a552a807849b74eca72e38ccf8be,da7af1d8-5f23-4c4e-9f2a-f0bb35798aaf,07744457-9f78-4d5b-a41b-3822a44a1c20,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,102522c9-cba2-4a51-9e08-154e7ce3ae36,ordinal,3.0,0.6895514695049142,0.6895514695049142,[],,,0.6895514695049142,16.0,5.0,,How strong is the emotional tone?,Moderate,True,-2.0686544085147425,Language
9,9,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,308.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a25ed7d6-4f1b-40a4-9f72-54e13e5658eb,9e7f8607-da75-45e1-b618-440fe3babe2d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,0f546cd5-8701-45d8-895f-566b5d3766cd,ordinal,4.0,0.7684726520317376,0.7684726520317376,[],,,0.7684726520317376,26.0,5.0,,How appropriate is the slang?,Mildly inappropriate,True,-0.1921181630079344,Language
10,10,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,439.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f65e3f32-7347-42b3-a6b2-39bc62e226c2,8698af67-ea81-4562-b248-782882849aa8,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,0f546cd5-8701-45d8-895f-566b5d3766cd,ordinal,4.0,0.7713145321198425,0.7713145321198425,[],,,0.7713145321198425,25.0,5.0,,How appropriate is the slang?,Mildly inappropriate,True,-0.19282863302996064,Language
11,11,Language,9.0,,ordinal,4.0,-0.25,Inappropriate slang,18.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,156e8426-0563-41af-95b1-5e32f270aa1d,9746daf9-f0d4-4640-b660-dbbfc3c37b05,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,0f546cd5-8701-45d8-895f-566b5d3766cd,ordinal,4.0,0.7585106656768019,0.7585106656768019,[],,,0.7585106656768019,16.0,5.0,,How appropriate is the slang?,Mildly inappropriate,True,-0.18962766641920048,Language
12,12,Language,10.0,,ordinal,4.0,-0.25,Denigration,440.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f65e3f32-7347-42b3-a6b2-39bc62e226c2,8698af67-ea81-4562-b248-782882849aa8,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,eabc38f6-7225-49be-87c3-f65df1ccdeb7,ordinal,4.0,0.7046225537795222,0.7046225537795222,[],,,0.7046225537795222,25.0,4.0,,Is the slang used to denigrate a group or perspective?,No,True,-0.17615563844488055,Language
13,13,Language,10.0,,ordinal,4.0,-0.25,Denigration,309.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a25ed7d6-4f1b-40a4-9f72-54e13e5658eb,9e7f8607-da75-45e1-b618-440fe3babe2d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,eabc38f6-7225-49be-87c3-f65df1ccdeb7,ordinal,4.0,0.7298909647454727,0.7298909647454727,[],,,0.7298909647454727,26.0,4.0,,Is the slang used to denigrate a group or perspective?,No,True,-0.18247274118636814,Language
14,14,Language,10.0,,ordinal,4.0,-0.25,Denigration,19.0,100002.0,1f487e5476e54e1c555e124ff5f6067bfb24ddfac1ee96a4bafaf0a6b43921fd,156e8426-0563-41af-95b1-5e32f270aa1d,9746daf9-f0d4-4640-b660-dbbfc3c37b05,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,eabc38f6-7225-49be-87c3-f65df1ccdeb7,ordinal,4.0,0.7825688080083102,0.7825688080083102,[],,,0.7825688080083102,16.0,4.0,,Is the slang used to denigrate a group or perspective?,No,True,-0.19564220200207755,Language
15,15,Language,11.0,,ordinal,3.0,-2.5,Writing errors,351.0,100004.0,2bfaa604a990c02dc2524689f6c1f067431344bb8dd6d209275c396c7017a1e0,c251992c-ad2b-4586-bc70-f98f62f8b402,a5cf5d5f-a5a2-413f-9c6c-cad4d381ed85,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,7f95c2f3-a54e-407a-bd75-8e8c6984c610,ordinal,3.0,0.8479969065549499,0.8479969065549499,[],,,0.8479969065549499,4.0,5.0,,Do the errors in the writing make understanding the text more difficult?,Somewhat,True,-2.1199922663873747,Language
16,16,Language,12.0,,ordinal,1.0,0.5,Well-balanced,442.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,f65e3f32-7347-42b3-a6b2-39bc62e226c2,8698af67-ea81-4562-b248-782882849aa8,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1.0,0.7516909438900642,0.7516909438900642,[],,,0.7516909438900642,36.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.3758454719450321,Language
17,17,Language,12.0,,ordinal,1.0,0.5,Well-balanced,311.0,1712.0,38428e24cdfa0392f3f5e1efda3253ffab6d7ed3051b1dee9f209f871ca91e2c,a25ed7d6-4f1b-40a4-9f72-54e13e5658eb,9e7f8607-da75-45e1-b618-440fe3babe2d,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1.0,0.7913121606537644,0.7913121606537644,[],,,0.7913121606537644,37.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.3956560803268822,Language
18,18,Language,12.0,,ordinal,1.0,0.5,Well-balanced,83.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,430c7d69-746d-494a-ae25-abbf1c003b3b,88597571-f02b-41ec-9bc0-0454a244c226,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1.0,0.6866701492144127,0.6866701492144127,[],,,0.6866701492144127,28.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.3433350746072064,Language
19,19,Language,12.0,,ordinal,1.0,0.5,Well-balanced,107.0,100001.0,d75045768087d2dc0161022e64d3dd2f2387947560e95781fd23e75780833972,6c7879c3-c0da-4b76-bd7b-8b766e6b353d,a361c9f7-0541-4471-8ab2-ecfa1c08be78,Language Specialist V4,383392eb525a877fee27c5e98a14f2ea089876892b30aab1cfa5a2a398394b3f,a330d2c6-03a6-43f6-854d-4bb2954df300,ordinal,1.0,0.7247227727978363,0.7247227727978363,[],,,0.7247227727978363,27.0,4.0,,"Does the passage contain a particularly neutral, circumspect, or measured account of a frequently heated issue? If so, please offer them kudos.",Nope,True,0.3623613863989181,Language
