,article_num,article_sha256,task_uuid,schema_namespace,question_Number,question_type,agreed_Answer,coding_perc_agreement,one_two_diff,highlighted_indices,alpha_unitizing_score,alpha_unitizing_score_inclusive,agreement_score,odds_by_chance,binary_odds_by_chance,num_users,num_answer_choices,target_text,question_text,answer_content
59,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,1,ordinal,1,0.9564121294034924,0.9564121294034924,"""[890, 891, 892, 893, 894, 895, 896, 897, 898, 899, 900, 901, 902, 903, 904, 905, 906, 907, 908, 909, 910, 911, 912, 913, 914, 915, 916, 917, 918, 919, 920, 921, 922, 923, 924, 925, 926, 927, 928, 929, 930, 931, 932, 933, 934, 935, 936, 937, 938, 939, 940, 941, 942, 943, 944, 945, 946, 947, 948, 949, 950, 951, 952, 953, 954, 955, 956, 957, 958, 959, 960, 961, 962, 963, 964, 965, 966, 967, 968, 969, 970, 971, 972, 973, 974, 975, 976, 977, 978, 979, 980, 981]""",0.5812987711733675,0.5812987711733675,0.7688554502884299,0.5,0.5,8,3,the scientists discovered that every single one of them saw noticeable changes in the amount,Does the text make any claims with great confidence? Highlight the relevant part.,Yes
60,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,2,ordinal,1,0.8849392278087201,0.8849392278087201,"""[]""",,,0.8849392278087201,0.5,0.5,8,5,,To what extent does the confidence seem justified?,Completely justified
61,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,4,ordinal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,8,3,,"Does the text take a claim less seriously because it acknowledges uncertainty? If so, highlight the relevant section.",No
62,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,5,ordinal,3,1.0,1.0,"""[]""",,,1.0,0.5,0.5,8,3,,"Does the text acknowledge that their favored theory is in any way uncertain? If so, highlight the relevant section.",No
63,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,6,nominal,1,0.875,0.75,"""[]""",,,0.875,0.5,0.5,8,5,,"If any numbers are given, is a comparison number for a similar case given for context?",No numbers
64,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,7,nominal,M,0.5,0.25,"""M""",M,M,0.25,0.5,0.5,8,5,M,Is any data presented as evidence for a pattern (e.g. a relationship between two variables)?,M
65,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,8,ordinal,-1,-1.0,0.9633141949540478,[],,,0.9633141949540478,0.5,0.5,4,5,,Could the apparent pattern be a result of a systematic error in data collection or processing?,Somewhat Unlikely
66,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,9,ordinal,-1,-1.0,0.9633141949540478,[],,,0.9633141949540478,0.5,0.5,4,5,,"Could the apparent pattern be a result of unsystematic, statistical variation or error (random noise)?",Somewhat Unlikely
67,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,10,ordinal,3,0.9066755558161924,0.9066755558161924,"""[]""",,,0.9066755558161924,0.5,0.5,8,3,,"Does the text make a specific point estimate as if their probability estimate was definitely exactly right? (e.g. no “about,” “approximately,” or confidence intervals)",No
68,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,11,ordinal,3,0.9510903995190536,0.9510903995190536,"""[]""",,,0.9510903995190536,0.5,0.5,8,4,,Does the text acknowledge that additional evidence might shift our understanding of the topics discussed in the article?,I can't tell
69,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,13,ordinal,3,0.8708203911906303,0.8708203911906303,"""[]""",,,0.8708203911906303,0.5,0.5,8,10,,"How difficult was this task for you, on the whole?",3
70,1737,c35844f62ee12d09c0450281624c89e2533bbb621f23dd1b7062a6ee26ae2b97,b329f062-5e7f-4402-9591-5e839b647eee,Probability Specialist,14,ordinal,8,0.8988171108011391,0.8988171108011391,"""[]""",,,0.8988171108011391,0.5,0.5,8,10,,"How confident are you about your answers, on the whole?",8
